pdb_id,chains,clusters,release_date
2bl0,"['A', 'B', 'C']","[931, 7712, 7712]",20051013
1ob5,"['A', 'B', 'C', 'D', 'E', 'F']","[24, 24, 24, 405, 406, 407]",20051013
2c0b,['L'],[1701],20051014
2c26,['A'],[959],20051018
2b7o,"['A', 'B']","[6431, 6431]",20051018
2b7y,"['A', 'B', 'C', 'D']","[913, 913, 914, 914]",20051018
1xk4,"['E', 'F', 'G', 'H']","[4383, 4383, 4383, 4383]",20051018
1x35,"['A', 'B', 'C']","[43, 43, 43]",20051018
1x36,['A'],[43],20051018
1xov,['A'],[776],20051018
2anu,"['A', 'B', 'C', 'D', 'E', 'F']","[892, 892, 1448, 1448, 1448, 1448]",20051018
2c1c,['A'],[2181],20051019
2bq8,['X'],[497],20051024
2c43,['A'],[978],20051024
2a0i,['A'],[1572],20051025
2b9d,['B'],[915],20051025
2d2f,['A'],[1000],20051025
2az4,['A'],[903],20051025
2alz,['A'],[888],20051025
2bco,"['A', 'B']","[921, 921]",20051025
1xuo,['A'],[781],20051026
2c4x,['A'],[959],20051027
1zch,['A'],[841],20051101
2erx,['B'],[2951],20051101
2ad5,"['A', 'B']","[884, 884]",20051101
2bbt,['B'],[918],20051101
1tef,['A'],[38],20051101
1wtc,['A'],[688],20051101
2bsf,['A'],[942],20051103
2c5u,"['A', 'B']","[964, 965]",20051104
1yun,['B'],[2237],20051108
2ew1,['A'],[2951],20051108
2ayi,"['A', 'B']","[902, 902]",20051108
1zt2,"['A', 'C', 'B', 'D']","[856, 856, 857, 857]",20051108
1x3s,['A'],[2951],20051110
1x0t,['A'],[746],20051115
2apo,"['A', 'B']","[843, 1219]",20051115
2ewe,['A'],[9329],20051115
1zca,['A'],[1834],20051115
2au3,['A'],[898],20051115
2eul,"['A', 'B', 'C', 'D']","[1074, 1074, 1074, 1074]",20051115
1xf1,"['A', 'B']","[9413, 9413]",20051122
2f0a,"['A', 'B', 'C', 'D']","[1078, 1078, 1078, 1078]",20051122
1zyq,"['A', 'B']","[5314, 7354]",20051122
2b51,['A'],[910],20051122
1y07,"['A', 'B', 'C', 'D']","[789, 789, 789, 789]",20051122
2b0c,['A'],[906],20051122
2et7,['A'],[1072],20051122
2c60,['A'],[966],20051129
2a87,"['A', 'B']","[5488, 5488]",20051129
1zzh,"['A', 'B', 'C', 'D']","[227, 227, 227, 227]",20051129
2f17,"['A', 'B']","[1079, 1079]",20051129
2c1h,"['A', 'B']","[174, 174]",20051202
1zpe,"['A', 'B', 'C']","[1054, 7607, 7607]",20051206
2aqx,"['A', 'B']","[894, 894]",20051206
2f4l,"['A', 'B', 'C', 'D']","[1084, 1084, 1128, 1128]",20051206
2d00,"['A', 'B', 'C', 'D', 'E', 'F']","[997, 997, 997, 997, 997, 997]",20051206
2as8,"['A', 'B']","[2236, 2236]",20051206
2cw6,"['C', 'D', 'E', 'F']","[994, 994, 994, 994]",20051206
2c8s,['A'],[1416],20051208
2awn,"['C', 'D']","[140, 140]",20051213
1yfh,"['A', 'C']","[808, 808]",20051213
2avu,"['A', 'B', 'C', 'D', 'E', 'F']","[899, 899, 900, 900, 901, 901]",20051213
2f4f,"['A', 'B']","[1682, 1682]",20051213
2buf,"['G', 'H', 'I', 'J', 'K', 'L', 'A', 'B', 'D', 'E', 'F']","[944, 945, 946, 947, 948, 949, 949, 949, 949, 949, 949]",20051213
2esl,"['A', 'B', 'C', 'D', 'E', 'F', 'I', 'J', 'K', 'L', 'M', 'N']","[1070, 1070, 1070, 1070, 1070, 1070, 3767, 3767, 3767, 3767, 3767, 3767]",20051213
1zh4,"['A', 'B']","[2847, 2847]",20051213
2boa,['B'],[5414],20051213
2awo,"['A', 'B']","[140, 140]",20051213
1zjo,['A'],[3162],20051213
2ab4,['A'],[843],20051213
2bu3,"['A', 'B']","[943, 3855]",20051214
2c5d,"['A', 'B', 'C', 'D']","[962, 962, 963, 963]",20051219
2b8t,"['A', 'B', 'C', 'D']","[785, 785, 785, 785]",20051220
2fbh,['A'],[1092],20051220
2bcj,"['A', 'B', 'G', 'Q']","[1834, 2661, 6614, 9838]",20051220
2c3a,['B'],[960],20051221
2fea,"['A', 'B']","[1097, 1295]",20051227
1yax,"['A', 'B', 'C', 'D']","[804, 804, 804, 804]",20051227
2aao,"['A', 'B']","[7712, 7712]",20051227
1zlp,"['A', 'B']","[847, 847]",20060103
2b9j,"['A', 'C']","[916, 2999]",20060103
2b9l,['A'],[917],20060103
2cy5,['A'],[995],20060104
2c6b,['A'],[9640],20060104
2cye,"['A', 'B', 'C', 'D']","[1478, 1478, 1478, 1478]",20060106
2f6k,"['A', 'B']","[1087, 1087]",20060110
2fg5,['A'],[2951],20060110
2f6s,"['A', 'B']","[6626, 6626]",20060110
2b06,['A'],[905],20060110
2c1v,"['A', 'B']","[227, 227]",20060113
1yp1,"['A', 'B']","[516, 817]",20060117
2fhx,"['A', 'B']","[4890, 4890]",20060117
2bcd,"['A', 'B']","[920, 2933]",20060117
1yoe,['A'],[2789],20060117
1y9a,"['A', 'C']","[1441, 1441]",20060117
1yk5,['A'],[3452],20060117
2fgy,"['A', 'B']","[10239, 10239]",20060117
2c71,['A'],[967],20060123
2cc0,"['A', 'B']","[967, 967]",20060123
2b3j,"['C', 'D']","[7082, 7082]",20060124
2ey4,"['A', 'C', 'E']","[843, 1218, 1219]",20060124
2f1d,"['I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[1080, 1080, 1080, 1080, 1080, 1080, 1080, 1080]",20060124
1wws,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[566, 566, 566, 566, 741, 741, 741, 741]",20060124
1zde,['A'],[842],20060124
1ytm,['B'],[811],20060124
2al1,"['A', 'B']","[3028, 3028]",20060124
2fi4,"['E', 'I']","[812, 1621]",20060124
2f1f,"['A', 'B']","[1521, 1521]",20060124
2ffl,['A'],[1098],20060124
1wrl,"['C', 'D']","[1341, 1341]",20060124
2col,"['A', 'B']","[991, 1341]",20060124
1w20,"['A', 'B', 'C', 'D']","[6438, 6438, 6438, 6438]",20060125
2ccm,['B'],[971],20060126
2c4n,['A'],[844],20060126
2frh,"['A', 'B']","[1117, 1117]",20060131
2a07,"['F', 'G', 'H', 'I', 'J', 'K']","[2371, 2371, 2371, 2371, 2371, 2371]",20060131
2ffv,"['A', 'B']","[766, 766]",20060131
2dcn,"['A', 'B', 'C', 'D', 'E', 'F']","[1012, 1012, 1012, 1012, 1012, 1012]",20060131
2fdr,['A'],[4637],20060131
2fgr,"['A', 'B']","[1102, 1103]",20060131
1zsh,['A'],[855],20060131
1zud,"['1', '2', '3', '4']","[266, 266, 860, 860]",20060131
2fh5,"['A', 'B']","[1104, 1105]",20060131
2abz,"['A', 'B', 'C', 'D', 'E', 'F']","[882, 882, 882, 883, 2181, 2181]",20060131
2c21,"['C', 'D']","[125, 125]",20060201
1ys7,"['A', 'B']","[5202, 5202]",20060207
2fi1,['A'],[1106],20060207
2f44,['A'],[4563],20060207
2cea,"['A', 'B', 'C']","[974, 974, 974]",20060209
2cbi,"['B', 'A']","[969, 8466]",20060213
2ce4,['B'],[510],20060213
2f96,"['A', 'B']","[3273, 3273]",20060214
2fiy,['B'],[1107],20060214
2ajy,"['L', 'H']","[6078, 6531]",20060214
2czr,['A'],[996],20060214
2b50,['A'],[4331],20060214
2fxf,"['A', 'B']","[1120, 1120]",20060214
2d3d,['A'],[1004],20060214
2fn0,"['A', 'B']","[1113, 1113]",20060214
2cs7,['C'],[992],20060214
2afb,"['A', 'B']","[885, 885]",20060214
2cbn,['A'],[3387],20060215
2cdo,"['A', 'B', 'C', 'D']","[973, 2476, 2476, 2476]",20060216
2fkh,['B'],[1111],20060221
1wy9,['A'],[743],20060221
1z3a,"['A', 'B']","[7082, 7082]",20060221
2f2o,"['A', 'B']","[7712, 7712]",20060221
2fzv,"['A', 'B', 'C', 'D']","[1125, 1125, 1125, 1125]",20060221
2f2p,"['A', 'B']","[7712, 7712]",20060221
2fym,"['A', 'B', 'C']","[1123, 3028, 3028]",20060228
2d0o,"['A', 'B', 'C', 'D']","[365, 365, 999, 999]",20060228
1vs0,"['A', 'B']","[701, 702]",20060228
1wzc,['B'],[745],20060228
2cg5,"['A', 'B']","[978, 979]",20060301
2g0w,"['A', 'B']","[1127, 1128]",20060307
2fli,"['A', 'B', 'C', 'D', 'E', 'F']","[2164, 2164, 2164, 2164, 2164, 2164]",20060307
2es4,"['A', 'D', 'B', 'E']","[1069, 1069, 3839, 3839]",20060307
2g42,"['A', 'B']","[1134, 1134]",20060307
2f43,"['A', 'B', 'G']","[1082, 6675, 8623]",20060307
2b6n,"['A', 'B']","[911, 3295]",20060307
2b8w,"['A', 'B']","[8224, 8224]",20060307
2atk,"['A', 'B', 'C']","[2545, 6078, 6531]",20060307
1wt9,"['A', 'B']","[7524, 7524]",20060307
2f4o,"['A', 'B', 'I']","[749, 1085, 9809]",20060307
2d3n,['A'],[356],20060314
2g6b,['A'],[2951],20060314
2fyc,"['C', 'D']","[1122, 4136]",20060314
2fvk,"['A', 'B', 'C', 'D']","[2406, 2406, 2406, 2406]",20060314
2g38,"['A', 'B']","[1132, 1133]",20060314
2g64,['A'],[1467],20060314
1zns,['A'],[4477],20060314
2ftw,['A'],[2406],20060314
2br4,"['A', 'B', 'C', 'D', 'E', 'F']","[941, 941, 941, 941, 941, 941]",20060315
1w9j,['A'],[8276],20060316
2chh,['A'],[8615],20060316
2fpq,['A'],[822],20060321
2fe8,"['A', 'B', 'C']","[6233, 6233, 6233]",20060321
1wvm,"['A', 'B', 'C', 'D']","[739, 739, 740, 740]",20060321
2fue,['A'],[8665],20060321
2akz,"['A', 'B']","[3028, 3028]",20060321
2cdc,"['A', 'B', 'C', 'D']","[972, 972, 972, 972]",20060322
2byo,['A'],[953],20060322
2f49,"['A', 'B', 'C']","[1083, 2999, 2999]",20060328
2b96,['A'],[3272],20060328
2f7t,['A'],[2627],20060328
2a8t,"['A', 'B']","[6091, 6091]",20060328
2ess,['A'],[1071],20060328
2g80,['D'],[1138],20060328
2d3k,"['A', 'B']","[1005, 1005]",20060329
1z1n,['X'],[1044],20060404
2ere,"['A', 'B']","[1068, 1068]",20060404
2g7z,"['A', 'B']","[1128, 1137]",20060404
2exk,"['A', 'B', 'C', 'D']","[6297, 6297, 6297, 6297]",20060404
2fu5,"['B', 'C']","[203, 2951]",20060404
2g9z,"['A', 'B']","[1079, 1079]",20060404
2g45,"['A', 'D']","[1135, 1135]",20060404
2er8,"['A', 'B']","[1068, 1068]",20060404
2b5w,['A'],[972],20060404
2cg4,"['A', 'B']","[977, 977]",20060404
2ch9,['A'],[980],20060404
2g09,"['A', 'B']","[6540, 9461]",20060404
2bl6,['A'],[932],20060410
2b7j,['C'],[912],20060411
1wza,['A'],[6306],20060411
2gc1,"['A', 'B']","[1145, 1145]",20060411
2ggh,"['A', 'C', 'D']","[1151, 1151, 1152]",20060411
2b2x,"['B', 'I', 'M']","[908, 6078, 6531]",20060418
2gf4,"['A', 'B']","[1148, 1148]",20060418
2glz,"['A', 'B']","[1156, 1156]",20060418
2dg5,"['A', 'B', 'C', 'D']","[1018, 1019, 2574, 6242]",20060418
2esf,"['A', 'B']","[98, 98]",20060418
2gge,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[1150, 1150, 1150, 1150, 1150, 1150, 1150, 1150]",20060418
2c6y,"['A', 'B']","[2371, 2371]",20060418
2gfq,"['A', 'B', 'C']","[1149, 1149, 1149]",20060425
2fbv,['A'],[1041],20060425
2ggm,"['A', 'B', 'C']","[1128, 1153, 7712]",20060425
2a4e,['A'],[5948],20060425
1zl7,['A'],[3272],20060425
1zm5,['A'],[848],20060425
2a62,['A'],[6022],20060425
2g25,"['A', 'B']","[2723, 2723]",20060425
2cfz,['A'],[976],20060426
1zjj,"['A', 'B']","[844, 844]",20060429
2db3,['B'],[3585],20060502
1zmr,['A'],[851],20060502
2aeo,"['A', 'B']","[780, 780]",20060502
2fq1,"['A', 'B']","[1116, 1116]",20060502
2dds,['D'],[2515],20060502
2c9q,['A'],[7224],20060503
2c9p,['A'],[7224],20060503
2cls,['B'],[2951],20060504
2chn,"['A', 'B', 'D']","[981, 1810, 6592]",20060508
2gsl,"['A', 'B', 'C', 'D', 'E', 'F']","[1162, 1162, 2476, 2476, 2476, 2476]",20060509
2atq,"['A', 'B']","[897, 3912]",20060509
1zm1,"['A', 'B']","[9, 9]",20060510
2clp,"['A', 'B']","[989, 989]",20060512
2cex,['B'],[975],20060515
2g88,['A'],[9957],20060516
2dkd,['B'],[5865],20060516
2gx8,"['A', 'B', 'C']","[2714, 2714, 2714]",20060516
2gqs,"['A', 'B']","[1161, 1161]",20060516
1vs1,"['A', 'B', 'C', 'D']","[871, 871, 871, 871]",20060516
2fge,"['A', 'B', 'D']","[1099, 1100, 1101]",20060516
2fqp,"['A', 'B', 'C', 'D']","[2691, 2691, 2691, 2691]",20060516
2gdj,['A'],[357],20060516
2fcw,"['A', 'B']","[1095, 1096]",20060516
2cbz,['A'],[3297],20060517
2bq1,"['E', 'F', 'I', 'J']","[938, 938, 939, 939]",20060517
2cn3,['B'],[5543],20060522
2gwg,"['A', 'B']","[1169, 1169]",20060523
2geq,"['A', 'B']","[3410, 3410]",20060523
2fmh,"['A', 'B']","[1112, 2847]",20060523
2g0d,['A'],[1126],20060523
2gwr,['A'],[5202],20060523
2go7,"['A', 'B', 'C', 'D']","[1106, 1106, 1158, 2476]",20060523
2ggz,['B'],[1154],20060523
1zyk,"['A', 'D', 'B', 'C']","[866, 867, 5815, 5815]",20060523
2ex5,"['A', 'B']","[1075, 1075]",20060523
2faq,['A'],[1091],20060523
2boi,"['A', 'B']","[8615, 8615]",20060525
2f1i,['A'],[357],20060530
2guh,"['A', 'B']","[1165, 1165]",20060530
2h1i,"['A', 'B', 'C']","[1128, 1179, 1179]",20060530
1z29,['A'],[6147],20060530
2h0v,"['A', 'B']","[1176, 1176]",20060530
1ztq,['C'],[10279],20060530
2d8a,['A'],[1063],20060602
2h42,['C'],[6005],20060606
2gpy,"['A', 'B']","[1160, 1160]",20060606
2gy7,"['A', 'B']","[1173, 4161]",20060606
2gwn,['A'],[1170],20060606
2cjs,"['A', 'B', 'C']","[985, 985, 986]",20060607
2ciw,['A'],[982],20060612
2h03,['A'],[990],20060613
2fh2,['B'],[2323],20060613
2gvi,['A'],[1166],20060613
2gyq,"['A', 'B']","[1174, 1174]",20060613
2h1n,"['A', 'B']","[435, 3138]",20060613
2dpk,['A'],[2253],20060613
2gpj,['A'],[1159],20060613
2h39,"['A', 'B']","[7038, 7038]",20060613
2h0b,"['A', 'B', 'C', 'D']","[1175, 1448, 1448, 1448]",20060620
2gwc,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[1167, 1167, 1167, 1167, 1167, 1167, 1168, 1168]",20060620
2a21,"['A', 'B']","[871, 871]",20060620
2erp,"['A', 'B']","[2461, 2461]",20060620
2gu2,"['A', 'B']","[2846, 2846]",20060620
2btd,['A'],[2155],20060622
2cja,"['A', 'B']","[983, 983]",20060626
2f9r,"['B', 'C', 'D']","[4442, 4442, 4442]",20060627
2doq,"['A', 'B', 'C', 'D']","[1026, 7712, 7712, 7712]",20060627
2gm1,['B'],[6086],20060627
2fah,['D'],[4738],20060627
2am3,['A'],[889],20060627
2bko,['A'],[930],20060628
2cl5,"['A', 'B']","[987, 988]",20060628
2dge,"['A', 'B', 'C', 'D']","[1654, 1654, 1654, 1654]",20060704
2iw0,['A'],[967],20060704
2hek,"['A', 'B']","[1195, 1195]",20060704
2gj8,"['A', 'B', 'C', 'D']","[1155, 1155, 3855, 3855]",20060704
2cw2,"['A', 'B']","[510, 510]",20060704
2ge5,"['A', 'B']","[1147, 1147]",20060704
2gu1,['A'],[1164],20060704
2cw3,"['A', 'B']","[510, 510]",20060704
2hae,"['A', 'B', 'C', 'D']","[5064, 5064, 5064, 5064]",20060704
2euf,"['A', 'B']","[1073, 2999]",20060704
1zno,"['A', 'B']","[852, 852]",20060704
2adq,['B'],[510],20060704
2iwa,['A'],[2858],20060704
2hf8,"['A', 'B']","[1199, 1199]",20060704
1waa,"['A', 'B', 'C', 'D', 'E', 'F']","[4463, 4463, 4463, 4463, 4463, 4463]",20060705
2iuf,"['A', 'E']","[1273, 1273]",20060710
2aan,['A'],[881],20060711
2g6q,"['A', 'B']","[4087, 4454]",20060711
2d4c,"['A', 'B']","[1007, 1007]",20060711
2fr6,"['A', 'B', 'C', 'D']","[1001, 1001, 1001, 1001]",20060711
2f6n,"['A', 'B']","[4818, 4818]",20060711
2d6f,"['A', 'B', 'C', 'D']","[1010, 1010, 1011, 1011]",20060711
2f6j,"['A', 'B', 'C', 'P']","[3815, 4818, 4818, 4818]",20060711
2aus,"['C', 'D']","[843, 1219]",20060711
2g9h,"['A', 'B', 'C', 'D']","[187, 1140, 2101, 8965]",20060711
1w52,['X'],[161],20060712
2cad,"['A', 'B']","[2887, 2887]",20060717
2d3c,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']","[1003, 1003, 1003, 1003, 1003, 1003, 1003, 1003, 1003, 1003]",20060718
2h28,"['A', 'B']","[1180, 1180]",20060718
2f2a,"['A', 'B', 'C']","[1081, 2011, 2642]",20060718
1x1c,['A'],[747],20060718
2ftk,"['C', 'D', 'E', 'F', 'G', 'H']","[768, 768, 1118, 1118, 2847, 2847]",20060718
2h2u,"['A', 'B']","[1181, 1181]",20060718
2d0b,['A'],[998],20060718
2czi,['A'],[2738],20060725
2h6l,"['A', 'B', 'C']","[1511, 1511, 1511]",20060725
2gxa,"['A', 'B', 'C', 'D', 'E', 'F']","[1171, 1171, 1171, 1171, 1171, 1171]",20060725
2h5n,"['A', 'B', 'C', 'D']","[1184, 1184, 1184, 1184]",20060725
2dcu,"['A', 'B']","[561, 1591]",20060725
2hbl,['A'],[3126],20060725
2h57,['A'],[295],20060725
2ad6,"['A', 'B', 'C', 'D']","[724, 724, 8054, 8054]",20060725
2g77,"['A', 'B']","[1136, 2951]",20060725
2dob,['A'],[5824],20060725
2iuw,['A'],[3114],20060726
2gag,"['A', 'B', 'C', 'D']","[700, 1141, 1142, 1143]",20060808
2hjg,['A'],[1203],20060808
2as5,"['M', 'G']","[2371, 3035]",20060808
1zob,['A'],[853],20060808
2hma,['A'],[1206],20060808
2g8s,"['A', 'B']","[1295, 1992]",20060808
2hsi,['A'],[1212],20060808
2h9f,['A'],[7346],20060808
2fxi,['A'],[1121],20060808
2clt,['B'],[2048],20060809
2d0v,"['A', 'B']","[724, 8054]",20060809
2bo2,['A'],[7390],20060809
2d0w,['B'],[1416],20060810
2j0w,['A'],[1281],20060810
2iwv,['B'],[1275],20060814
2hxv,['A'],[3380],20060815
2fca,"['A', 'B']","[1093, 1093]",20060815
2ho4,"['A', 'B']","[1210, 3855]",20060815
2hc9,['A'],[1191],20060815
2fz6,"['A', 'B']","[1124, 1124]",20060815
2hh5,"['B', 'A']","[1200, 2236]",20060815
2hd5,"['A', 'B']","[1193, 6524]",20060815
2hcf,['A'],[1192],20060815
2h9d,"['A', 'B', 'C', 'D']","[1188, 1188, 1188, 1188]",20060815
2ddo,"['A', 'B']","[1013, 1013]",20060815
2iwk,"['A', 'B']","[5442, 5442]",20060816
2cm3,"['A', 'B']","[990, 990]",20060817
2j2s,['A'],[4423],20060821
2hw5,"['A', 'B', 'C', 'D', 'E', 'F']","[2444, 2444, 2444, 2444, 2444, 2444]",20060822
2gxs,"['A', 'B']","[1172, 1172]",20060822
2hf1,"['A', 'B']","[1197, 1197]",20060822
2aw9,"['A', 'B']","[510, 510]",20060822
2fmd,['A'],[73],20060822
2boy,['A'],[937],20060824
2i1o,['A'],[1226],20060829
2hk1,"['A', 'B', 'C', 'D']","[5359, 5359, 5359, 5359]",20060829
2huh,['A'],[1215],20060829
2hzc,['A'],[6082],20060829
2hb5,['A'],[1189],20060829
2iut,"['A', 'B']","[7616, 7616]",20060829
2i44,"['A', 'B', 'C']","[1233, 1233, 1234]",20060829
2hn1,['A'],[1208],20060829
2au6,['A'],[496],20060829
2d2o,"['A', 'B']","[8257, 8257]",20060829
2bx7,"['A', 'B']","[952, 952]",20060829
2iyn,"['A', 'B', 'C']","[2847, 2847, 2847]",20060830
2iyk,['A'],[1278],20060830
2c7a,"['A', 'B']","[521, 521]",20060830
2j0b,['A'],[1280],20060904
2gjp,['A'],[356],20060905
2es2,['A'],[1237],20060905
2h59,"['A', 'B', 'D', 'E']","[338, 338, 1183, 1183]",20060905
2fpu,"['A', 'B']","[1115, 1115]",20060905
2fot,"['A', 'C']","[1114, 7712]",20060905
2htv,['A'],[6438],20060905
2hmc,['A'],[1207],20060905
2gmu,"['A', 'B']","[1157, 1157]",20060905
2hx1,"['A', 'B', 'C', 'D']","[1220, 1220, 1220, 1220]",20060905
2izo,"['A', 'B', 'C']","[1279, 7057, 8912]",20060906
2j1s,['B'],[1283],20060906
2j1n,"['A', 'B', 'C']","[3244, 3244, 3244]",20060906
2j22,['A'],[1283],20060906
2i7a,['A'],[2064],20060912
2hvy,"['A', 'B', 'C', 'D']","[843, 1218, 1219, 7021]",20060912
2djw,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J']","[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]",20060912
2i52,"['E', 'F']","[1252, 1252]",20060912
2hq8,['B'],[1645],20060912
2cyy,['A'],[1912],20060919
1z9n,"['A', 'B']","[780, 780]",20060919
2i0m,['A'],[1224],20060919
2ho0,['A'],[1209],20060919
2h7v,"['A', 'C']","[1187, 2951]",20060919
2hbv,"['A', 'B']","[3705, 3705]",20060919
2i9u,"['A', 'B']","[7306, 7306]",20060919
2hx0,['A'],[1511],20060919
2d30,"['A', 'B']","[1001, 1001]",20060919
2h7x,"['A', 'B']","[5114, 5114]",20060919
2i3h,"['B', 'D']","[1232, 5046]",20060919
1zbu,"['A', 'B', 'C', 'D']","[839, 6540, 6540, 8532]",20060919
2dvx,"['A', 'B', 'C', 'D']","[2862, 2862, 2862, 2862]",20060919
2i9w,['A'],[1242],20060919
2hsj,"['A', 'B', 'C', 'D']","[1213, 1213, 2476, 2476]",20060919
2hpm,['A'],[3944],20060919
2j1e,['A'],[3406],20060920
2j4e,['E'],[1959],20060920
2c0t,"['A', 'B']","[955, 4132]",20060920
2j5x,['A'],[295],20060921
1zbh,"['A', 'B', 'C', 'D']","[839, 839, 8532, 8532]",20060926
2a9r,['A'],[2847],20060926
2d40,"['A', 'B', 'C', 'D']","[1006, 1006, 1006, 1006]",20060926
2i6h,"['A', 'B']","[1239, 1239]",20060926
2fgl,['A'],[3338],20060926
2icp,['A'],[1247],20060926
2g3f,['A'],[1554],20060926
2f7v,['A'],[1089],20060926
2huo,['A'],[1244],20060926
2ddu,['A'],[1014],20060926
2h1c,"['A', 'B']","[1177, 1178]",20060926
2hjn,['A'],[5795],20060926
2a9o,['A'],[2847],20060926
2j6a,['A'],[5085],20060928
2i13,"['A', 'B']","[1225, 1225]",20061003
2hye,"['A', 'B', 'C', 'D']","[1221, 3397, 7719, 8971]",20061003
2j13,['A'],[967],20061003
2bdg,['B'],[812],20061003
2bdh,['A'],[812],20061003
2i71,"['A', 'B']","[1240, 1240]",20061003
2iec,"['A', 'B', 'C', 'D']","[1252, 1252, 1252, 1252]",20061003
2cjl,['B'],[984],20061004
2j0v,"['C', 'D']","[2951, 2951]",20061004
2ix0,['A'],[1276],20061005
2g83,"['B', 'D']","[1139, 1834]",20061010
2dsx,['A'],[3452],20061010
2i14,"['A', 'B', 'C', 'D', 'E', 'F']","[1226, 1226, 1226, 1226, 1226, 1226]",20061010
2il1,['A'],[2951],20061010
2j41,"['C', 'D']","[1288, 1288]",20061011
2j3m,"['A', 'B']","[1287, 1287]",20061011
2bpi,"['A', 'B']","[510, 510]",20061011
2j3z,['A'],[7918],20061011
2iyy,['A'],[1646],20061011
2iuk,['A'],[127],20061011
2iuj,['A'],[127],20061011
2imr,['A'],[1262],20061017
2id3,"['A', 'B']","[1249, 1249]",20061017
2ikc,"['A', 'B']","[1261, 1261]",20061017
2ibn,"['A', 'B']","[1244, 1245]",20061017
2i6q,['A'],[556],20061017
2ewl,['A'],[6938],20061017
2ics,['A'],[1248],20061017
2hvq,['A'],[1217],20061017
2if7,"['C', 'D']","[1254, 1254]",20061017
2j0t,"['A', 'D']","[2768, 10279]",20061018
2bon,['A'],[1504],20061018
2j78,['A'],[8030],20061018
2if8,['A'],[1255],20061024
2iqj,['A'],[1269],20061024
2i0o,['A'],[6374],20061024
2ify,['A'],[4294],20061024
2ew6,['A'],[2366],20061024
2ibi,"['A', 'B']","[1193, 6524]",20061024
2i4o,"['A', 'B']","[1236, 1236]",20061024
2i2r,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","[1154, 1154, 1154, 1154, 1228, 1228, 1228, 1228]",20061024
2cb8,['A'],[1108],20061025
2aqp,"['A', 'B']","[780, 780]",20061031
2hdn,"['E', 'F', 'G', 'H']","[24, 24, 1194, 1194]",20061031
2i89,['B'],[3866],20061031
2dfy,['C'],[1900],20061031
2fj9,['A'],[1108],20061031
2ewg,"['A', 'B']","[6253, 6253]",20061031
2aqr,"['A', 'B', 'C']","[780, 780, 780]",20061031
2g7f,['A'],[1544],20061031
2ayd,['A'],[6963],20061031
2dty,"['A', 'B']","[73, 73]",20061107
2j7t,['A'],[2999],20061107
2iw4,"['A', 'B']","[1050, 1050]",20061107
2iim,['A'],[6807],20061107
2d7r,['A'],[766],20061107
2ise,['B'],[822],20061107
2nly,['A'],[1434],20061107
2g0y,['A'],[1129],20061107
2j2z,"['A', 'B']","[1285, 1286]",20061108
2j65,['A'],[1253],20061108
2exu,['A'],[1076],20061108
2j87,"['A', 'B', 'C', 'D']","[785, 785, 785, 785]",20061113
2ido,"['A', 'B']","[1250, 1251]",20061114
2nqa,"['A', 'B', 'D', 'E']","[1437, 1437, 1501, 1501]",20061114
2d33,"['A', 'B', 'C', 'D']","[1002, 1002, 1002, 1002]",20061114
2f7n,['A'],[1088],20061114
2iqq,"['A', 'B']","[1270, 1270]",20061114
2d5f,"['A', 'B']","[1008, 1008]",20061114
2hwg,"['A', 'B']","[1767, 1767]",20061114
2d5h,"['A', 'B', 'C', 'D', 'E', 'F']","[1008, 1008, 1008, 7607, 7607, 7607]",20061114
2dsd,"['A', 'B']","[1906, 1906]",20061114
2evx,['A'],[1008],20061114
2ih8,['A'],[675],20061114
2ik8,"['A', 'B']","[1834, 2104]",20061121
2fco,"['A', 'B']","[1094, 1094]",20061121
2i2x,"['I', 'J', 'K', 'L']","[1229, 1229, 1230, 1230]",20061121
2h3x,"['A', 'B', 'C', 'D', 'E', 'F']","[1182, 1182, 1243, 1243, 2029, 2029]",20061121
2d5m,['A'],[1009],20061121
2hue,"['B', 'C']","[7024, 8126]",20061121
2iaa,"['A', 'B', 'C', 'D', 'E']","[1182, 1182, 1243, 1243, 2029]",20061121
2hv8,"['B', 'E', 'C', 'F']","[1216, 2951, 2951, 4647]",20061121
2fju,"['A', 'B']","[1109, 2951]",20061121
2f59,"['A', 'B', 'C', 'D', 'E']","[1086, 1086, 1086, 1086, 1086]",20061128
2npn,['A'],[1436],20061128
2gc4,"['B', 'F', 'I', 'J', 'K', 'L', 'N']","[1146, 1243, 1416, 2541, 9398, 9398, 9398]",20061128
2hld,"['J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R']","[1082, 1082, 1082, 1204, 1205, 6675, 6675, 6675, 6676]",20061128
2iuc,"['A', 'B']","[1272, 1272]",20061128
2dwt,['A'],[2380],20061205
2h2i,['A'],[338],20061205
2hi7,"['A', 'B']","[1201, 9722]",20061205
