cluster	rep_chain	chain
1295	2j7q:C	2g8s:B
1295	2j7q:C	2j7q:C
1295	2j7q:C	2o1e:A
1295	2j7q:C	2odi:B
1295	2j7q:C	2pdo:A
1295	2j7q:C	2pdo:B
1295	2j7q:C	2pdo:C
1295	2j7q:C	2pdo:D
1295	2j7q:C	2pdo:E
1295	2j7q:C	2pdo:F
1295	2j7q:C	3c37:A
1295	2j7q:C	3e03:B
1295	2j7q:C	3e03:C
1295	2j7q:C	3f79:A
1295	2j7q:C	3f79:B
1295	2j7q:C	3f79:D
1295	2j7q:C	3gn6:C
1295	2j7q:C	3gn6:D
1295	2j7q:C	3guw:A
1295	2j7q:C	3guw:B
1295	2j7q:C	3i4k:C
1295	2j7q:C	3i4k:D
1295	2j7q:C	3i4k:E
1295	2j7q:C	3i4k:F
1295	2j7q:C	3i4k:G
1295	2j7q:C	3i4k:H
1295	2j7q:C	3ibs:A
1295	2j7q:C	3jq1:A
1295	2j7q:C	3jr2:A
1295	2j7q:C	3jr2:B
1295	2j7q:C	3k1s:D
1295	2j7q:C	3k1s:E
1295	2j7q:C	3k1s:G
1295	2j7q:C	3kta:D
1295	2j7q:C	3lmm:A
1295	2j7q:C	3m1y:C
1295	2j7q:C	3m1y:D
1295	2j7q:C	3mga:A
1295	2j7q:C	3p2a:B
1295	2j7q:C	3p2a:C
1295	2j7q:C	3p2a:D
1295	2j7q:C	3qgm:A
1295	2j7q:C	3qgm:B
1295	2j7q:C	3r4i:A
1295	2j7q:C	3r4i:C
1295	2j7q:C	3r4i:D
1295	2j7q:C	3r4i:E
1295	2j7q:C	3r4i:F
1295	2j7q:C	3rht:B
1295	2j7q:C	3rht:C
1295	2j7q:C	3rpd:B
1295	2j7q:C	3rv5:C
1295	2j7q:C	4ebb:B
1295	2j7q:C	4ej7:A
1295	2j7q:C	4ej7:C
1295	2j7q:C	4knv:B
1295	2j7q:C	4nvr:B
1295	2j7q:C	4nvr:D
1295	2j7q:C	4pxg:B
1295	2j7q:C	4r9x:B
1295	2j7q:C	4yzo:B
1295	2j7q:C	4yzo:D
1295	2j7q:C	4z3u:C
1295	2j7q:C	5cvi:B
1295	2j7q:C	5e9u:A
1295	2j7q:C	5e9u:C
1295	2j7q:C	5ybi:A
1295	2j7q:C	6ian:A
1295	2j7q:C	6jil:A
1295	2j7q:C	6n1f:A
1295	2j7q:C	6n1f:B
1295	2j7q:C	6n1f:D
1295	2j7q:C	6rim:A
1295	2j7q:C	6rim:C
1295	2j7q:C	7ed6:A
1295	2j7q:C	7thw:C
1295	2j7q:C	7thw:D
1295	2j7q:C	7twe:A
1295	2j7q:C	8h2n:A
1295	2j7q:C	8h2n:B
1295	2j7q:C	8h2n:D
1296	2j9u:A	2j9u:A
1297	2j9u:B	2j9u:B
1298	2jam:D	2jam:D
1299	2jat:A	2jat:A
1299	2jat:A	2jat:B
1300	2jaz:C	2jaz:A
1300	2jaz:C	2jaz:C
1300	2jaz:C	3u43:A
1300	2jaz:C	4qko:A
1301	2jcb:A	2jcb:A
1302	2jcs:A	2jcs:A
1302	2jcs:A	2jcs:B
1302	2jcs:A	2vp0:A
1302	2jcs:A	2vp0:B
1302	2jcs:A	3ipx:A
1303	2jd4:B	2jd4:B
1303	2jd4:B	5ik5:A
1304	2jd5:C	2jd5:C
1305	2jda:A	2jda:A
1306	2jkg:A	2jkg:A
1307	2jks:A	2jks:A
1308	2jlb:B	2jlb:B
1309	2jne:A	2jne:A
1310	2jox:A	2jox:A
1311	2jq5:A	2jq5:A
1312	2jq6:A	2jq6:A
1313	2jr7:A	2jr7:A
1314	2jw6:A	2jw6:A
1314	2jw6:A	4a24:A
1315	2jxc:A	2jxc:A
1315	2jxc:A	2kfg:A
1315	2jxc:A	3fia:A
1315	2jxc:A	6yet:A
1316	2jxc:B	2jxc:B
1317	2k1p:A	2k1p:A
1318	2k2c:A	2k2c:A
1319	2k2d:A	2k2d:A
1320	2k4d:A	2k4d:A
1320	2k4d:A	2ldr:A
1321	2k4x:A	2k4x:A
1322	2k5c:A	2k5c:A
1323	2k60:A	2k60:A
1323	2k60:A	2l5y:A
1323	2k60:A	6pw7:A
1324	2k7r:A	2k7r:A
1325	2ka4:B	2ka4:B
1326	2ka6:B	2ka6:B
1327	2kak:A	2kak:A
1328	2kbm:Y	2kbm:X
1328	2kbm:Y	2kbm:Y
1329	2kfg:B	2kfg:B
1330	2kgo:A	2kgo:A
1331	2kkr:A	2kkr:A
1332	2kn9:A	2kn9:A
1333	2kny:A	2kny:A
1334	2ko8:A	2ko8:A
1334	2ko8:A	2ko8:B
1334	2ko8:A	2ko8:C
1335	2kpi:A	2kpi:A
1335	2kpi:A	6zxw:H
1336	2kpn:A	2kpn:A
1337	2kq9:A	2kq9:A
1338	2kqd:A	2kqd:A
1339	2kqe:A	2kqe:A
1340	2kri:A	2kri:A
1341	2ksz:A	1g33:A
1341	2ksz:A	1h4b:A
1341	2ksz:A	1k9u:A
1341	2ksz:A	1k9u:B
1341	2ksz:A	1wrl:C
1341	2ksz:A	1wrl:D
1341	2ksz:A	2col:B
1341	2ksz:A	2k7b:A
1341	2ksz:A	2ksz:A
1341	2ksz:A	2kug:A
1341	2ksz:A	2lc5:A
1341	2ksz:A	2llo:A
1341	2ksz:A	2lvk:A
1341	2ksz:A	2m29:A
1341	2ksz:A	2m5e:A
1341	2ksz:A	2m7n:A
1341	2ksz:A	2opo:A
1341	2ksz:A	2opo:B
1341	2ksz:A	3rv5:A
1341	2ksz:A	3rv5:B
1341	2ksz:A	3tz1:A
1341	2ksz:A	3uct:A
1341	2ksz:A	3uct:B
1341	2ksz:A	4q57:A
1341	2ksz:A	4rjd:A
1341	2ksz:A	5otj:C
1341	2ksz:A	5z1q:A
1341	2ksz:A	5z1q:B
1341	2ksz:A	5z1q:C
1341	2ksz:A	6k67:D
1341	2ksz:A	6pjx:B
1341	2ksz:A	7cqh:B
1341	2ksz:A	7cqv:A
1341	2ksz:A	7cqv:E
1341	2ksz:A	7vus:B
1341	2ksz:A	7vus:D
1341	2ksz:A	7vuu:A
1341	2ksz:A	8ebt:J
1341	2ksz:A	8gm4:B
1342	2kwo:B	2kwo:B
1343	2kwq:A	2kwq:A
1344	2kxv:A	2kxv:A
1344	2kxv:A	3ibz:A
1345	2kz2:A	2kz2:A
1346	2kzy:A	2kzy:A
1347	2l00:A	2l00:A
1348	2l0b:A	2l0b:A
1349	2l0z:A	2l0z:A
1350	2l1g:A	2l1g:A
1351	2l1w:B	2l1w:B
1352	2l43:A	2l43:A
1353	2l4l:A	2ec7:A
1353	2l4l:A	2l4l:A
1353	2l4l:A	2m3z:A
1354	2l4z:A	2l4z:A
1355	2l6l:A	2l6l:A
1356	2l6m:A	2l6m:A
1357	2l6y:A	1gnf:A
1357	2l6y:A	2l6y:A
1357	2l6y:A	2l6z:A
1358	2l6z:B	2l6z:B
1359	2l7p:A	2l7p:A
1360	2l7x:A	2l7x:A
1361	2l8e:A	2l8e:A
1362	2l9z:A	2l9z:A
1363	2lau:A	2lau:A
1364	2lcq:A	2lcq:A
1365	2lel:A	2lel:A
1366	2lff:A	2lff:A
1367	2lgp:A	2lgp:A
1368	2li8:A	2li8:A
1369	2ljy:B	2ljx:A
1369	2ljy:B	2ljy:A
1369	2ljy:B	2ljy:B
1370	2ljz:A	2ljz:A
1370	2ljz:A	2m3l:A
1371	2lk1:A	2lk1:A
1372	2lk5:B	2lk5:A
1372	2lk5:B	2lk5:B
1373	2lli:A	2lli:A
1374	2llo:B	2llo:B
1375	2lo2:A	2lo2:A
1376	2lo3:A	2lo3:A
1377	2lq6:A	2lq6:A
1378	2lri:C	2lri:C
1379	2lua:A	2lua:A
1379	2lua:A	4rkg:B
1379	2lua:A	4rkh:C
1379	2lua:A	4rkh:D
1379	2lua:A	4rkh:E
1379	2lua:A	4rkh:F
1380	2luy:A	2luy:A
1381	2lv2:A	2lv2:A
1382	2lv7:A	2lv7:A
1383	2lvh:A	2lvh:A
1384	2lwr:A	2lwr:A
1384	2lwr:A	2m9y:A
1385	2lxp:B	2lxp:B
1386	2lxw:A	2lxw:A
1387	2lze:A	2lze:A
1388	2lzu:A	1iml:A
1388	2lzu:A	2lzu:A
1388	2lzu:A	4hi8:B
1389	2m1s:A	2m1s:A
1390	2m32:C	2m32:B
1390	2m32:C	2m32:C
1391	2m32:D	2m32:D
1392	2m48:A	2m48:A
1393	2m5e:B	2m5e:B
1394	2m6m:A	2m6m:A
1395	2m6n:A	2m6n:A
1395	2m6n:A	2rt9:A
1396	2m7a:A	2m7a:A
1397	2m7b:A	2m7b:A
1398	2m7m:A	2m7m:A
1398	2m7m:A	3li6:G
1398	2m7m:A	5xop:A
1398	2m7m:A	5xop:B
1398	2m7m:A	5xop:C
1398	2m7m:A	5xop:D
1398	2m7m:A	5xop:E
1398	2m7m:A	5xop:F
1399	2m85:A	2m85:A
1400	2m98:A	2m98:A
1401	2ma6:A	2ma6:A
1402	2mbv:A	2l6y:B
1402	2mbv:A	2l6z:C
1402	2mbv:A	2mbv:A
1403	2mdg:A	2drp:A
1403	2mdg:A	2mdg:A
1404	2mf8:A	2mf8:A
1405	2miq:A	2miq:A
1406	2miu:A	2miu:A
1407	2mkd:A	2mkd:A
1408	2mke:A	2mke:A
1409	2mkn:A	2mkn:A
1410	2ml3:A	2ml1:A
1410	2ml3:A	2ml2:A
1410	2ml3:A	2ml3:A
1411	2mml:A	2mml:A
1412	2mnz:B	2mnz:B
1412	2mnz:B	2puy:E
1412	2mnz:B	4u7t:F
1412	2mnz:B	4u7t:G
1412	2mnz:B	4z0r:D
1412	2mnz:B	5ix2:P
1412	2mnz:B	5ix2:Q
1412	2mnz:B	6ieu:C
1412	2mnz:B	7klr:B
1413	2mpr:A	1mpm:A
1413	2mpr:A	1mpm:B
1413	2mpr:A	1mpm:C
1413	2mpr:A	2mpr:A
1413	2mpr:A	2mpr:B
1413	2mpr:A	2mpr:C
1414	2mq1:A	2mq1:A
1414	2mq1:A	3vk6:A
1415	2mrf:A	2mrf:A
1416	2mta:C	2c8s:A
1416	2mta:C	2d0w:B
1416	2mta:C	2gc4:L
1416	2mta:C	2mta:C
1416	2mta:C	7c90:A
1416	2mta:C	7c90:B
1416	2mta:C	7c90:C
1416	2mta:C	7c90:D
1417	2muq:A	2muq:A
1418	2mxp:A	2mxp:A
1419	2mxv:A	2mxv:A
1420	2my1:A	2my1:A
1421	2mzw:A	2mzw:A
1422	2n1u:A	2kdp:A
1422	2n1u:A	2n1u:A
1423	2n8a:A	2n8a:A
1424	2n8r:B	2n8r:B
1424	2n8r:B	2n8r:C
1424	2n8r:B	2n8r:D
1425	2n8y:A	2n8y:A
1426	2n94:A	2n94:A
1427	2n95:A	2n95:A
1428	2n9p:A	2n9o:A
1428	2n9p:A	2n9p:A
1429	2n9p:C	2n9p:C
1430	2naa:A	2naa:A
1430	2naa:A	4gne:A
1430	2naa:A	4gnf:A
1431	2nab:A	2nab:A
1432	2nax:A	2nax:A
1433	2nb9:A	2nb9:A
1434	2nly:A	2nly:A
1435	2nog:B	2nog:A
1435	2nog:B	2nog:B
1436	2npn:A	2npn:A
1437	2nqa:B	1mdw:B
1437	2nqa:B	1ziv:A
1437	2nqa:B	2nqa:A
1437	2nqa:B	2nqa:B
1437	2nqa:B	2nqg:A
1437	2nqa:B	2p0r:A
1437	2nqa:B	2p0r:B
1437	2nqa:B	6bjd:B
1437	2nqa:B	7w7o:A
1438	2nrz:B	2nrz:B
1439	2ns6:A	2ns6:A
1440	2nsf:A	2nsf:A
1441	2nvb:A	1y9a:A
1441	2nvb:A	1y9a:C
1441	2nvb:A	2nvb:A
1441	2nvb:A	2nvb:B
1441	2nvb:A	3fpc:A
1441	2nvb:A	3fpc:B
1441	2nvb:A	3fpc:C
1441	2nvb:A	3fpc:D
1441	2nvb:A	3fpl:A
1441	2nvb:A	3fsr:A
1441	2nvb:A	3fsr:B
1441	2nvb:A	3fsr:C
1441	2nvb:A	3fsr:D
1441	2nvb:A	6sch:A
1441	2nvb:A	6sch:B
1441	2nvb:A	6sch:C
1441	2nvb:A	6sch:D
1441	2nvb:A	7utc:A
1441	2nvb:A	7utc:B
1441	2nvb:A	7utc:C
1441	2nvb:A	7utc:D
1442	2nvo:A	1yvp:A
1442	2nvo:A	2nvo:A
1443	2nvu:A	1r4n:G
1443	2nvu:A	1tt5:A
1443	2nvu:A	2nvu:A
1443	2nvu:A	3dbr:G
1444	2nvu:B	2nvu:B
1445	2nvv:F	2nvv:E
1445	2nvv:F	2nvv:F
1446	2nwh:A	2nwh:A
1447	2nxf:A	2nxf:A
1448	2nxp:A	1nmo:C
1448	2nxp:A	1nmo:D
1448	2nxp:A	1nmo:E
1448	2nxp:A	1nmo:F
1448	2nxp:A	1nr9:A
1448	2nxp:A	1nr9:B
1448	2nxp:A	1rcw:A
1448	2nxp:A	1rcw:B
1448	2nxp:A	1s1q:C
1448	2nxp:A	2anu:A
1448	2nxp:A	2anu:B
1448	2nxp:A	2anu:E
1448	2nxp:A	2anu:F
1448	2nxp:A	2h0b:A
1448	2nxp:A	2h0b:B
1448	2nxp:A	2h0b:D
1448	2nxp:A	2nxp:A
1448	2nxp:A	2nxp:B
1448	2nxp:A	2nxp:D
1448	2nxp:A	2nxp:E
1448	2nxp:A	2nxp:F
1448	2nxp:A	2nxp:G
1448	2nxp:A	2nxp:H
1448	2nxp:A	2oik:A
1448	2nxp:A	2oik:B
1448	2nxp:A	2p0n:B
1448	2nxp:A	2q3f:B
1448	2nxp:A	2qm1:C
1448	2nxp:A	2qm1:D
1448	2nxp:A	2vma:A
1448	2nxp:A	2xqx:A
1448	2nxp:A	2zag:A
1448	2nxp:A	2zag:B
1448	2nxp:A	2zag:C
1448	2nxp:A	3bdv:B
1448	2nxp:A	3cng:C
1448	2nxp:A	3cng:D
1448	2nxp:A	3czx:B
1448	2nxp:A	3e4o:B
1448	2nxp:A	3epz:B
1448	2nxp:A	3fcm:B
1448	2nxp:A	3fes:B
1448	2nxp:A	3fes:C
1448	2nxp:A	3fes:D
1448	2nxp:A	3hdg:D
1448	2nxp:A	3hdg:E
1448	2nxp:A	3ijr:A
1448	2nxp:A	3ijr:B
1448	2nxp:A	3ijr:C
1448	2nxp:A	3ijr:D
1448	2nxp:A	3ilm:A
1448	2nxp:A	3ilm:B
1448	2nxp:A	3k1s:F
1448	2nxp:A	3k1s:I
1448	2nxp:A	3kd3:B
1448	2nxp:A	3kpt:A
1448	2nxp:A	3kst:A
1448	2nxp:A	3n07:A
1448	2nxp:A	3nz2:G
1448	2nxp:A	3nz2:H
1448	2nxp:A	3nz2:I
1448	2nxp:A	3nz2:K
1448	2nxp:A	3nz2:L
1448	2nxp:A	3pao:A
1448	2nxp:A	3q1k:D
1448	2nxp:A	3qdn:B
1448	2nxp:A	3rbh:A
1448	2nxp:A	3rbh:B
1448	2nxp:A	3rbh:C
1448	2nxp:A	3rqz:A
1448	2nxp:A	3rqz:B
1448	2nxp:A	3s6j:A
1448	2nxp:A	3s6j:B
1448	2nxp:A	3w44:B
1448	2nxp:A	4chg:C
1448	2nxp:A	4chg:D
1448	2nxp:A	4e5v:B
1448	2nxp:A	4m01:A
1448	2nxp:A	4m01:B
1448	2nxp:A	4m01:D
1448	2nxp:A	4mlz:A
1448	2nxp:A	4n2p:B
1448	2nxp:A	4pfq:A
1448	2nxp:A	4pfq:D
1448	2nxp:A	4pfq:F
1448	2nxp:A	4pfq:H
1448	2nxp:A	4z3u:D
1448	2nxp:A	5vf4:D
1448	2nxp:A	5yox:B
1448	2nxp:A	5yox:C
1448	2nxp:A	5yox:D
1448	2nxp:A	5yox:E
1448	2nxp:A	5yox:F
1448	2nxp:A	5yox:H
1448	2nxp:A	6l5n:A
1448	2nxp:A	6non:A
1448	2nxp:A	6o38:G
1448	2nxp:A	6o38:L
1448	2nxp:A	6o38:M
1448	2nxp:A	6o38:N
1448	2nxp:A	6pw7:B
1448	2nxp:A	6uy1:A
1448	2nxp:A	6uy1:B
1448	2nxp:A	6uy1:D
1448	2nxp:A	6uy1:G
1448	2nxp:A	6vbf:A
1448	2nxp:A	7cn6:A
1448	2nxp:A	7cn6:C
1449	2nxp:C	2nxp:C
1450	2o06:B	2o06:A
1450	2o06:B	2o06:B
1451	2o14:A	2o14:A
1452	2o17:A	1vbl:A
1452	2o17:A	2o17:A
1452	2o17:A	4hwv:A
1452	2o17:A	4hwv:B
1453	2o18:B	2o18:A
1453	2o18:B	2o18:B
1453	2o18:B	2o18:C
1453	2o18:B	2o18:D
1453	2o18:B	4xgv:B
1453	2o18:B	4xgx:A
1453	2o18:B	4xgx:B
1453	2o18:B	5mgy:F
1453	2o18:B	6nxi:A
1454	2o1o:B	2o1o:A
1454	2o1o:B	2o1o:B
1455	2o1u:B	2o1u:A
1455	2o1u:B	2o1u:B
1455	2o1u:B	5tth:A
1455	2o1u:B	5tth:B
1455	2o1u:B	6xg6:A
1455	2o1u:B	6xg6:B
1455	2o1u:B	6xlc:A
1455	2o1u:B	6xlc:B
1455	2o1u:B	6xld:A
1455	2o1u:B	6xld:B
1455	2o1u:B	6xle:A
1455	2o1u:B	6xle:B
1455	2o1u:B	7kcm:A
1455	2o1u:B	7kcm:B
1455	2o1u:B	7klu:A
1455	2o1u:B	7klu:B
1455	2o1u:B	7klu:C
1455	2o1u:B	7klu:D
1455	2o1u:B	7kw7:A
1455	2o1u:B	7kw7:B
1455	2o1u:B	7zub:A
1455	2o1u:B	7zub:B
1455	2o1u:B	8eoa:A
1455	2o1u:B	8eoa:B
1455	2o1u:B	8eob:A
1455	2o1u:B	8eob:B
1455	2o1u:B	8gft:A
1455	2o1u:B	8gft:B
1456	2o35:A	2o35:A
1456	2o35:A	2o35:B
1456	2o35:A	3fyb:A
1456	2o35:A	3fyb:B
1457	2o3b:B	2o3b:B
1458	2o4v:A	2o4v:A
1458	2o4v:A	2o4v:B
1458	2o4v:A	2o4v:C
1459	2o5a:B	2o5a:A
1459	2o5a:B	2o5a:B
1459	2o5a:B	4wcw:C
1459	2o5a:B	4wcw:D
1460	2o6p:A	2o6p:A
1461	2o7u:I	1nft:A
1461	2o7u:I	1tfd:A
1461	2o7u:I	1vfd:A
1461	2o7u:I	2o7u:I
1461	2o7u:I	2pms:B
1461	2o7u:I	4grk:A
1462	2o8d:A	2o8d:A
1462	2o8d:A	8om9:A
1462	2o8d:A	8omo:A
1463	2o8d:B	2o8d:B
1464	2o8o:A	2o8o:A
1464	2o8o:A	3jqw:C
1464	2o8o:A	4hpk:A
1464	2o8o:A	4hpk:B
1465	2oaa:B	2oaa:B
1466	2oaj:A	2oaj:A
1467	2oba:B	1b66:A
1467	2oba:B	1b66:B
1467	2oba:B	1b6z:A
1467	2oba:B	1b6z:B
1467	2oba:B	2g64:A
1467	2oba:B	2oba:A
1467	2oba:B	2oba:B
1467	2oba:B	2oba:C
1467	2oba:B	2oba:D
1467	2oba:B	2oba:E
1467	2oba:B	2oba:F
1467	2oba:B	3i2b:A
1467	2oba:B	3i2b:D
1467	2oba:B	3i2b:E
1467	2oba:B	3qn9:A
1467	2oba:B	3qn9:B
1467	2oba:B	4ntk:A
1467	2oba:B	4ntk:B
1467	2oba:B	4ntk:C
1467	2oba:B	4ntk:D
1467	2oba:B	4ntk:E
1467	2oba:B	4ntk:F
1468	2obb:A	2obb:A
1469	2oci:A	2oci:A
1470	2od0:B	2od0:A
1470	2od0:B	2od0:B
1471	2odi:A	2odi:A
1472	2ofi:A	2ofi:A
1472	2ofi:A	4ai5:D
1473	2ogi:A	2o08:A
1473	2ogi:A	2o08:B
1473	2ogi:A	2ogi:A
1473	2ogi:A	2ogi:B
1473	2ogi:A	3ccg:A
1473	2ogi:A	8wmy:A
1474	2oh3:A	2oh3:A
1475	2oi2:A	2oi2:A
1476	2oik:D	2oik:C
1476	2oik:D	2oik:D
1477	2oin:C	2oin:C
1477	2oin:C	2xcn:D
1478	2oiw:A	2cye:A
1478	2oiw:A	2cye:B
1478	2oiw:A	2cye:C
1478	2oiw:A	2cye:D
1478	2oiw:A	2oiw:A
1478	2oiw:A	2oiw:B
1478	2oiw:A	2oiw:C
1478	2oiw:A	2oiw:D
1479	2okx:B	2okx:A
1479	2okx:B	2okx:B
1480	2olm:A	2olm:A
1481	2om6:B	2om6:A
1481	2om6:B	2om6:B
1482	2onk:D	2onk:C
1482	2onk:D	2onk:D
1483	2oo4:A	2oo4:A
1483	2oo4:A	3eto:B
1483	2oo4:A	3l95:X
1483	2oo4:A	3l95:Y
1483	2oo4:A	4zlp:A
1483	2oo4:A	4zlp:B
1483	2oo4:A	6xsw:X
1484	2ooi:A	2ooi:A
1484	2ooi:A	2ooi:B
1485	2opc:A	2opc:A
1486	2osd:A	2osd:A
1487	2ost:A	2ost:A
1487	2ost:A	2ost:B
1487	2ost:A	2ost:C
1487	2ost:A	2ost:D
1488	2ou3:B	2ou3:A
1488	2ou3:B	2ou3:B
1489	2ov2:P	2ov2:M
1489	2ov2:P	2ov2:P
1489	2ov2:P	5upk:A
1490	2ov3:A	2ov3:A
1490	2ov3:A	4h0f:B
1490	2ov3:A	7lm5:A
1490	2ov3:A	7rcj:F
1491	2owa:A	2owa:A
1491	2owa:A	7jtz:B
1492	2owl:B	2owl:A
1492	2owl:B	2owl:B
1493	2ox6:C	2ox6:A
1493	2ox6:C	2ox6:B
1493	2ox6:C	2ox6:C
1493	2ox6:C	2ox6:D
1494	2oz4:A	2oz4:A
1495	2ozb:B	2ozb:B
1496	2ozn:A	2ozn:A
1497	2ozn:B	2ozn:B
1498	2ozu:A	2ou2:A
1498	2ozu:A	2ozu:A
1498	2ozu:A	2y0m:A
1498	2ozu:A	4dnc:A
1498	2ozu:A	4dnc:B
1498	2ozu:A	6ba4:A
1498	2ozu:A	7d0r:A
1499	2p06:A	2p06:A
1499	2p06:A	2p06:B
1500	2p0n:A	2p0n:A
1501	2p0r:D	2nqa:D
1501	2p0r:D	2nqa:E
1501	2p0r:D	2p0r:D
1501	2p0r:D	2p0r:E
1501	2p0r:D	2psy:B
1501	2p0r:D	5ms4:E
1502	2p17:A	2p17:A
1503	2p1h:A	2p1h:A
1504	2p1r:D	2bon:A
1504	2p1r:D	2p1r:B
1504	2p1r:D	2p1r:D
1505	2p4p:B	2p4p:A
1505	2p4p:B	2p4p:B
1506	2p51:A	1uoc:B
1506	2p51:A	2p51:A
1506	2p51:A	7ax1:B
1507	2p57:A	2p57:A
1507	2p57:A	3dwd:A
1507	2p57:A	3dwd:B
1507	2p57:A	3sub:A
1508	2p5b:I	2p5b:I
1509	2p5b:J	2p5b:J
1510	2p5r:B	2p5r:A
1510	2p5r:B	2p5r:B
1511	2p6y:A	2h6l:A
1511	2p6y:A	2h6l:B
1511	2p6y:A	2h6l:C
1511	2p6y:A	2hx0:A
1511	2p6y:A	2p6y:A
1512	2p73:A	2p73:A
1513	2p7v:A	2p7v:A
1514	2p7v:B	2p7v:B
1515	2p97:B	2p97:A
1515	2p97:B	2p97:B
1516	2p9x:D	2p9x:A
1516	2p9x:D	2p9x:D
1517	2pa2:A	2pa2:A
1518	2pag:A	2pag:A
1519	2paj:A	2paj:A
1519	2paj:A	3hpa:A
1519	2paj:A	3hpa:B
1519	2paj:A	8is4:A
1519	2paj:A	8is4:B
1520	2par:B	2par:A
1520	2par:B	2par:B
1520	2par:B	2pau:A
1520	2par:B	2pau:B
1521	2pc6:A	2f1f:A
1521	2pc6:A	2f1f:B
1521	2pc6:A	2pc6:A
1521	2pc6:A	2pc6:C
1522	2pcu:B	2pcu:B
1523	2pdo:G	2pdo:G
1523	2pdo:G	2pdo:H
1524	2peb:B	2peb:A
1524	2peb:B	2peb:B
1525	2pfj:A	2pfj:A
1525	2pfj:A	2pfj:B
1526	2pgn:B	2pgn:A
1526	2pgn:B	2pgn:B
1527	2phk:B	2phk:B
1528	2pig:A	2pig:A
1528	2pig:A	2pig:B
1529	2pjp:A	2pjp:A
1530	2pkp:A	2pkp:A
1531	2pli:A	2pli:A
1531	2pli:A	2pli:B
1531	2pli:A	2pli:C
1531	2pli:A	2pli:D
1532	2ply:B	2ply:A
1532	2ply:B	2ply:B
1533	2pml:X	2pml:X
1534	2pmq:B	2pmq:A
1534	2pmq:B	2pmq:B
1534	2pmq:B	4izg:A
1534	2pmq:B	4izg:B
1535	2pms:D	2pms:D
1536	2pnc:B	2pnc:A
1536	2pnc:B	2pnc:B
1536	2pnc:B	2y73:A
1536	2pnc:B	2y73:B
1536	2pnc:B	3hii:A
1536	2pnc:B	3hii:B
1537	2pop:C	2pom:A
1537	2pop:C	2pop:A
1537	2pop:C	2pop:C
1537	2pop:C	5nzz:D
1538	2por:A	2por:A
1539	2ppq:A	2ppq:A
1540	2pq7:A	2pq7:A
1541	2pr1:B	2pr1:A
1541	2pr1:B	2pr1:B
1542	2pr7:A	2pr7:A
1543	2prn:A	2prn:A
1544	2pu3:A	1oup:A
1544	2pu3:A	2g7f:A
1544	2pu3:A	2pu3:A
1545	2pun:B	2pun:A
1545	2pun:B	2pun:B
1545	2pun:B	2pyw:A
1545	2pun:B	2pyw:B
1546	2pvc:C	2pvc:C
1547	2pvf:B	2pvf:B
1548	2pw6:A	2pw6:A
1549	2px0:C	2px0:C
1549	2px0:C	2px0:G
1549	2px0:C	3syn:A
1549	2px0:C	3syn:B
1549	2px0:C	3syn:C
1550	2pyh:B	2pyh:B
1550	2pyh:B	5lw3:A
1551	2pyj:B	2pyj:B
1552	2q02:D	2q02:A
1552	2q02:D	2q02:D
1553	2q04:D	2q04:A
1553	2q04:D	2q04:B
1553	2q04:D	2q04:C
1553	2q04:D	2q04:D
1553	2q04:D	2q04:E
1553	2q04:D	2q04:F
1554	2q09:A	2g3f:A
1554	2q09:A	2puz:A
1554	2q09:A	2puz:B
1554	2q09:A	2q09:A
1555	2q0y:A	2q0y:A
1556	2q1d:X	2q1c:X
1556	2q1d:X	2q1d:X
1557	2q1f:A	2q1f:A
1558	2q1f:B	2q1f:B
1559	2q1z:C	2q1z:C
1560	2q1z:D	2q1z:D
1561	2q3w:A	2q3w:A
1562	2q40:A	2q40:A
1563	2q42:B	1qh3:A
1563	2q42:B	1qh3:B
1563	2q42:B	2p18:A
1563	2q42:B	2q42:B
1563	2q42:B	2qed:A
1563	2q42:B	6rz0:A
1563	2q42:B	8ewo:A
1564	2q4a:A	2q4a:A
1564	2q4a:A	2q4a:B
1565	2q5e:H	2q5e:H
1565	2q5e:H	6du3:B
1566	2q5q:B	2q5o:A
1566	2q5q:B	2q5o:B
1566	2q5q:B	2q5q:A
1566	2q5q:B	2q5q:B
1567	2q5z:A	2q5z:A
1567	2q5z:A	2q5z:B
1568	2q66:A	2q66:A
1569	2q68:A	2q68:A
1569	2q68:A	2q68:B
1569	2q68:A	8a7x:B
1570	2q6q:A	2q6q:A
1570	2q6q:A	2q6q:B
1571	2q7s:A	2q7s:A
1572	2q7u:A	2a0i:A
1572	2q7u:A	2q7u:A
1573	2q9i:N	2q9i:N
1574	2qb0:B	2qb0:B
1575	2qb0:C	2qb0:C
1575	2qb0:C	8e1f:D
1576	2qb5:B	2q7d:A
1576	2qb5:B	2q7d:B
1576	2qb5:B	2qb5:B
1577	2qb7:B	2qb7:B
1578	2qby:A	2qby:A
1578	2qby:A	2qby:B
1579	2qdf:A	2qdf:A
1580	2qea:A	2qea:A
1580	2qea:A	2qea:B
1580	2qea:A	2qea:C
1581	2qen:A	2qen:A
1582	2qgi:B	2qgi:A
1582	2qgi:B	2qgi:B
1583	2qgy:B	2qgy:A
1583	2qgy:B	2qgy:B
1584	2qh0:A	2qh0:A
1585	2qjc:A	2qjc:A
1586	2qjt:A	2qjt:A
1586	2qjt:A	2qjt:B
1587	2qkd:A	2qkd:A
