cluster	chain
11494	8c0w:C
11494	8c0w:E
11495	8c0w:B
11495	8c0w:D
11495	8c0w:F
11497	8c0z:E
11502	8c29:M
11502	8c29:m
11505	8c2s:R
11505	8ca3:R
11506	8c2s:r
11506	8ca3:r
11507	8c2s:s
11507	8ca3:s
11509	8c3c:B
11510	8c3h:D
11510	8c3h:E
11511	8c3z:B
11513	8c4v:A
11513	8qh3:A
11514	8aas:A
11514	8c5y:A
11514	8c5y:D
11514	8c5y:G
11514	8c5y:J
11515	8bpa:C
11515	8c60:C
11516	8c6z:A
11517	8c8j:A
11517	8sxt:A
11520	8c8q:G
11520	8q1b:g
11521	8c8q:H
11521	8q1b:h
11524	8c8q:K
11524	8q1b:k
11525	8c8q:L
11525	8q1b:l
11526	8c8u:A
11526	8c8v:A
11526	8c8w:A
11526	8c9d:A
11527	8ca7:E
11528	8ca9:A
11528	8ca9:B
11528	8ca9:C
11528	8ca9:D
11528	8ca9:E
11528	8ca9:F
11528	8cad:A
11528	8cad:B
11528	8cad:C
11528	8cad:D
11528	8cad:E
11528	8cad:F
11528	8can:A
11528	8can:B
11528	8can:C
11528	8can:D
11528	8can:E
11528	8can:F
11528	8po9:A
11528	8po9:B
11528	8po9:C
11528	8po9:D
11528	8po9:E
11528	8po9:F
11529	8cah:j
11536	8cam:u
11538	8cah:G
11538	8cas:x
11539	8cav:A
11539	8cav:B
11540	8cav:D
11541	8cav:G
11542	8cbj:K
11543	8c01:o
11543	8cbj:a
11548	8cbj:y
11551	8ccw:B
11552	8ccz:C
11552	8ccz:D
11553	8ccy:A
11553	8cd0:A
11553	8chs:A
11554	8cd8:B
11554	8cd8:D
11556	8ceu:C
11556	8ceu:D
11556	8ceu:E
11556	8ceu:F
11556	8ceu:G
11556	8ceu:H
11556	8ceu:I
11556	8ceu:V
11558	8cgi:4
11559	8cgv:h
11560	8cgv:n
11562	8ch4:A
11562	8ch4:B
11562	8ch4:C
11562	8ch4:D
11563	8chy:A
11563	8cqq:A
11565	8cjd:A
11565	8cjd:B
11566	8bu0:A
11566	8cig:A
11566	8ckr:A
11566	8cqp:A
11566	8cqp:B
11566	8cqp:C
11567	8cli:A
11567	8clj:A
11567	8clj:F
11568	8cli:B
11568	8clj:B
11568	8clj:G
11568	8cll:B
11568	8cll:G
11569	8cli:C
11569	8clj:C
11569	8clj:H
11569	8cll:C
11569	8cll:H
11570	8cll:A
11570	8cll:F
11571	8cmo:2
11573	8cnr:A
11573	8cns:A
11574	8coy:C
11574	8coy:D
11576	8crl:A
11577	8crl:B
11578	8csp:9
11579	8csp:Q
11579	8csq:Q
11580	8csp:a
11580	8csq:a
11582	8csp:Y
11582	8csq:Y
11582	8csr:Y
11582	8css:Y
11582	8cst:Y
11582	8csu:Y
11585	8csq:3
11585	8csr:3
11585	8csu:3
11586	8csp:4
11586	8csq:4
11586	8csr:4
11586	8css:4
11586	8cst:4
11586	8csu:4
11587	8csp:5
11587	8csq:5
11587	8csr:5
11587	8csu:5
11588	8csr:6
11588	8css:6
11588	8cst:6
11588	8csu:6
11589	8csp:7
11589	8csq:7
11589	8csr:7
11589	8css:7
11589	8cst:7
11589	8csu:7
11592	8csp:D
11592	8csq:D
11592	8csr:D
11592	8css:D
11592	8cst:D
11592	8csu:D
11607	8csp:V
11607	8csq:V
11607	8csr:V
11607	8css:V
11607	8cst:V
11607	8csu:V
11610	8csp:Z
11610	8csq:Z
11610	8csr:Z
11610	8css:Z
11610	8cst:Z
11610	8csu:Z
11611	8csp:K
11611	8csq:K
11611	8csr:K
11611	8css:K
11616	8cua:A
11616	8cua:B
11616	8cua:C
11617	8cvm:V
11619	8cvm:t
11621	8cvo:E
11622	8czk:C
11622	8czk:D
11624	8d2k:A
11624	8d2l:A
11624	8d2n:A
11624	8d2p:A
11625	8d2o:A
11625	8d2q:A
11626	8d2z:A
11626	8d2z:B
11627	8d3l:E
11627	8d3l:F
11627	8d3m:E
11627	8d3m:F
11627	8d3p:E
11627	8d3p:F
11627	8d3q:E
11627	8d3q:F
11628	8d3l:I
11628	8d3l:J
11628	8d3m:I
11628	8d3p:I
11628	8d3q:I
11628	8d3q:J
11630	8d3z:A
11630	8d3z:B
11633	8d4a:A
11634	8d8k:0
11634	8d8l:0
11635	8d8k:6
11635	8d8l:6
11636	8d8k:C
11636	8d8l:C
11637	8d8k:D
11637	8d8l:D
11638	8d8k:I
11638	8d8l:I
11639	8d8k:K
11639	8d8l:K
11640	8d8k:d
11641	8d8k:2
11641	8d8l:2
11642	8d8k:3
11642	8d8l:3
11643	8d8k:4
11643	8d8l:4
11644	8d8k:5
11644	8d8l:5
11645	8d8l:8
11646	8d8k:A
11646	8d8l:A
11647	8d8k:E
11647	8d8l:E
11648	8d8k:F
11648	8d8l:F
11649	8d8k:G
11649	8d8l:G
11650	8d8k:H
11650	8d8l:H
11651	8d8k:J
11651	8d8l:J
11652	8d8k:M
11652	8d8l:M
11653	8d8k:O
11653	8d8l:O
11654	8d8k:P
11654	8d8l:P
11655	8d8k:Q
11655	8d8l:Q
11656	8d8k:R
11656	8d8l:R
11657	8d8k:S
11657	8d8l:S
11658	8d8k:T
11658	8d8l:T
11659	8d8k:U
11659	8d8l:U
11660	8d8k:V
11660	8d8l:V
11661	8d8k:W
11661	8d8l:W
11662	8d8k:X
11662	8d8l:X
11663	8d8k:Y
11663	8d8l:Y
11664	8d8k:Z
11664	8d8l:Z
11665	8d8k:c
11665	8d8l:c
11666	8d8o:A
11667	8da0:F
11668	8dar:H
11668	8das:H
11668	8dat:H
11668	8dau:H
11668	8dav:H
11668	8daw:H
11670	8dau:I
11670	8dav:I
11670	8daw:I
11671	8db4:E
11671	8db4:F
11673	8dbs:H
11677	8deo:A
11677	8deo:B
11679	8dfv:K
11679	8dg5:K
11680	8dfv:A
11680	8dg5:A
11680	8dg7:A
11681	8dg7:K
11685	8dj2:A
11685	8dj2:B
11688	8dk2:A
11689	8dk2:B
11690	8dk2:C
11690	8dk2:D
11691	8dk2:F
11692	8dk2:G
11692	8dk2:H
11692	8dk2:I
11695	8dml:A
11695	8dml:C
11695	8dml:E
11695	8dml:G
11696	8dml:B
11696	8dml:D
11696	8dml:F
11696	8dml:H
11697	8dpb:A
11697	8dpb:B
11697	8gju:A
11697	8gju:B
11697	8gju:D
11697	8gju:F
11698	8dpb:C
11698	8dpb:D
11699	8dq6:A
11699	8dq6:B
11699	8dq6:C
11700	8dqo:A
11700	8dqo:B
11700	8dqp:A
11700	8dqp:B
11700	8dqq:A
11700	8dqq:B
11700	8dqr:A
11706	8dtn:B
11706	8dtn:D
11706	8dtn:F
11706	8dtn:H
11707	8dtp:A
11707	8dtp:B
11707	8dtp:C
11707	8dtp:D
11707	8dtp:E
11707	8dtp:F
11707	8due:A
11707	8due:B
11707	8due:C
11707	8due:D
11707	8due:E
11707	8due:F
11707	8duo:A
11707	8duo:B
11707	8duo:C
11707	8duo:D
11707	8duo:E
11707	8duo:F
11707	8dvf:A
11707	8dvf:B
11707	8dvf:C
11707	8dvf:D
11707	8dvf:E
11707	8dvf:F
11707	8dvi:A
11707	8dvi:B
11707	8dvi:C
11707	8dvi:D
11707	8dvi:E
11707	8dvi:F
11707	8dw6:A
11707	8dw6:B
11707	8dw6:C
11707	8dw6:D
11707	8dw6:E
11707	8dw6:F
11707	8gao:A
11707	8gao:B
11707	8gao:C
11707	8gao:D
11707	8gao:E
11707	8gao:F
11708	8dvl:B
11709	8dvm:B
11710	8dvn:B
11712	8dvf:H
11712	8dvi:H
11712	8dw6:H
11712	8dwj:A
11712	8gao:G
11713	8dwk:C
11713	8dwk:D
11713	8dwl:B
11713	8u5g:C
11714	8dwl:D
11715	8dx0:A
11715	8dx0:B
11716	8dy7:I
11718	8dy7:H
11718	8dy9:H
11719	8dy9:I
11721	8dze:A
11721	8dze:B
11721	8dze:C
11721	8dze:D
11721	8dze:E
11721	8dze:F
11721	8dzf:A
11721	8dzf:B
11721	8dzf:C
11721	8dzf:D
11721	8dzf:E
11721	8dzf:F
11721	8dzg:A
11721	8dzg:B
11721	8dzg:C
11721	8dzg:D
11721	8dzg:E
11721	8dzg:F
11722	8dzj:B
11724	8e1d:B
11726	8e2l:A
11726	8e2l:B
11726	8e2l:C
11726	8e2l:D
11727	8e2l:E
11727	8e2l:F
11729	8e40:B
11729	8h0i:C
11729	8h0i:E
11729	8h0i:G
11729	8h0i:I
11729	8j62:C
11729	8j62:E
11729	8j62:G
11729	8j62:I
11734	8e7f:A
11736	8e9g:A
11736	8e9h:A
11736	8e9i:A
11737	8e9g:B
11737	8e9h:B
11737	8e9i:B
11738	8e9g:C
11738	8e9h:C
11738	8e9i:C
11739	8e9g:H
11739	8e9h:H
11739	8e9i:H
11740	8e9g:J
11740	8e9h:J
11740	8e9i:J
11741	8e9g:O
11741	8e9h:O
11741	8e9i:O
11742	8e9g:E
11742	8e9h:E
11742	8e9i:E
11746	8ea3:w
11746	8ea3:x
11746	8ea3:y
11746	8ea3:z
11746	8ea4:w
11746	8ea4:x
11746	8ea4:y
11746	8ea4:z
11747	8bd5:A
11747	8ea3:O
11747	8ea4:O
11748	8eaz:A
11748	8eaz:B
11749	8eb0:A
11750	8ebt:H
11750	8ebx:H
11752	8ebu:H
11755	8ebs:H
11755	8ebv:H
11755	8ebw:H
11756	8ebt:C
11756	8ebu:C
11756	8ebx:C
11756	8eby:C
11757	8eby:H
11758	8ebt:K
11758	8ebu:K
11758	8ebx:K
11758	8eby:K
11761	8ec3:A
11763	8eb5:A
11763	8edg:I
11763	8edg:K
11764	8eew:A
11764	8eew:B
11764	8eff:A
11764	8eff:B
11764	8eff:C
11764	8eff:D
11765	8efy:A
11765	8efy:B
11765	8efy:C
11765	8efy:D
11765	8efy:E
11765	8efy:F
11765	8efy:I
11765	8efy:J
11765	8efy:K
11765	8efy:L
11765	8efy:M
11765	8efy:N
11768	8ehe:A
11769	8ehe:B
11770	8ehn:A
11770	8ehn:B
11770	8eho:A
11770	8eho:C
11770	8eho:E
11771	8ei5:E
11771	8ei5:F
11772	8ei5:G
11772	8ei5:H
11774	8ei7:C
11775	8eih:D
11776	8eih:E
11777	8eii:D
11777	8eij:D
11777	8eik:D
11779	8eik:F
11780	8ein:A
11780	8ein:B
11780	8ein:C
11780	8ein:D
11780	8eip:A
11780	8eip:B
11780	8eip:C
11780	8eip:D
11781	8ek7:A
11781	8ek7:B
11781	8ek7:C
11781	8ek7:D
11781	8ek7:E
11781	8ek7:F
11782	8elf:A
11782	8elf:B
11783	8em4:A
11783	8em4:B
11783	8em7:A
11783	8em7:B
11784	8eno:E
11785	8enp:A
11785	8ept:A
11786	8e74:Z
11786	8e82:Z
11786	8ehq:G
11786	8ej3:G
11786	8eoe:G
11786	8eof:G
11786	8eos:G
11786	8eot:G
11786	8exy:G
11787	8ep4:A
11787	8ep4:B
11787	8ep4:C
11787	8ew1:A
11787	8ew1:B
11787	8ew1:C
11789	8epx:A
11789	8epx:D
11790	8epx:B
11790	8epx:C
11791	8eqi:F
11791	8eqi:G
11792	8ero:A
11792	8ero:B
11792	8erp:A
11792	8erp:B
11792	8gyw:A
11792	8gyw:B
11792	8gyx:A
11792	8gyx:B
11793	8esv:B
11795	8etc:a
11795	8etg:a
11795	8etj:a
11796	8etc:b
11796	8etg:b
11796	8eti:b
11796	8etj:b
11797	8etc:d
11797	8etg:d
11797	8eti:d
11797	8etj:d
11800	8etc:w
11802	8etc:z
11802	8eti:z
11802	8etj:z
11803	8etg:A
11804	8etg:D
11806	7nad:U
11806	7r72:U
11806	8etc:U
11806	8etg:U
11808	8etg:c
11809	8etc:g
11809	8etg:g
11811	8etg:m
11812	7nad:p
11812	7r72:p
11812	8etg:p
11813	8etc:r
11813	8etg:r
11813	8eti:r
11813	8etj:r
11814	8etc:W
11814	8etg:W
11814	8eti:W
11814	8etj:W
11815	8eti:m
11817	8etc:3
11817	8etg:3
11817	8etj:3
11818	8etc:L
11818	8etj:L
11819	8etg:R
11819	8etj:R
11820	8etc:s
11820	8etj:s
11821	8etj:w
11822	8eti:J
11822	8eup:J
11822	8euy:J
11822	8ev3:J
11823	8eup:b
11824	8eup:m
11824	8ev3:m
11826	8euy:b
11827	8euy:m
11828	8eup:t
11828	8euy:t
11830	8eti:5
11830	8eup:5
11830	8euy:5
11830	8ev3:5
11831	8etg:K
11831	8eti:K
11831	8eup:K
11831	8euy:K
11831	8ev3:K
11834	8etc:T
11834	8etg:T
11834	8eti:T
11834	8etj:T
11834	8eup:T
11834	8euy:T
11834	8ev3:T
11835	8ev3:b
11838	8eup:r
11838	8euy:r
11838	8ev3:r
11839	8ev3:u
11840	8bja:A
11840	8bja:B
11840	8d4x:A
11840	8d4x:B
11840	8e0q:A
11840	8e0q:B
11840	8ewi:A
11840	8ewi:B
11840	8ewi:C
11840	8ewi:D
11840	8p82:A
11840	8p82:B
11841	8exr:A
11841	8exr:B
11842	8exr:C
11843	8exp:A
11843	8exp:B
11843	8exq:A
11843	8exq:B
11843	8exs:A
11843	8exs:B
11843	8ext:A
11843	8ext:B
11844	8exw:B
11845	8ey4:A
11846	8ey3:A
11846	8ey4:I
11848	8ezb:F
11848	8ezb:G
11848	8ezb:O
11848	8ezb:P
11849	8ezb:H
11849	8ezb:I
11852	8ezb:S
11852	8ezb:T
11853	8ezb:X
11853	8ezb:Y
11855	8f0v:A
11856	8f1b:A
11856	8f1b:B
11856	8f1b:C
11856	8f1b:D
11856	8f1b:E
11856	8f1b:F
11857	8f5o:A
11858	8f5o:D
11859	8f5o:F
11859	8f5p:F
11860	8f5p:A
11861	8f5o:B
11861	8f5p:B
11861	8hmc:B
11861	8hmd:B
11862	8f5p:D
11863	8f5o:E
11863	8f5p:E
11864	8f5v:A
11864	8f5v:B
11865	8f70:A
11866	8f5m:A
11866	8f5m:B
11866	8f72:A
11866	8f72:B
11868	8f8y:E
11870	8f9x:A
11870	8f9x:B
11870	8f9x:C
11870	8f9x:D
11870	8f9x:E
11870	8f9x:F
11870	8f9x:G
11870	8f9x:H
11870	8f9x:I
11870	8f9x:J
11871	8fax:L
11872	8faz:B
11873	8faz:D
11874	8faz:X
11877	8fdb:A
11877	8fdb:B
11878	8fft:A
11878	8fft:B
11878	8fft:C
11878	8fft:D
11878	8ffu:A
11878	8ffu:B
11878	8ffu:C
11878	8ffu:D
11879	8ffw:D
11880	8ffz:A
11881	8ffz:B
11882	8ffz:C
11883	8ffz:D
11884	8ffz:E
11885	8ffz:F
11886	8ffz:G
11887	8ffz:H
11888	8f5o:C
11888	8f5p:C
11888	8fgw:B
11888	8fh3:B
11889	8fgw:D
11889	8hmd:C
11890	8fgw:F
11891	8fgw:A
11891	8fh3:A
11892	8fh3:C
11893	8fgw:E
11893	8fh3:E
11894	8fh3:I
11896	8fjd:A
11896	8fjd:B
11897	8fjm:A
11897	8fjm:B
11897	8fjn:A
11898	8fm1:A
11898	8fm1:B
11898	8fm1:C
11898	8fm1:D
11898	8fm1:E
11898	8fm1:F
11898	8fm1:G
11898	8fm1:H
11898	8fm1:I
11898	8fm1:J
11898	8fm1:K
11898	8fm1:L
11898	8fmf:A
11898	8fmf:B
11898	8fmf:C
11898	8fmf:D
11898	8fmg:A
11898	8fmg:B
11898	8fmg:C
11898	8fmg:D
11898	8fmg:E
11898	8fmg:F
11898	8fmg:G
11898	8fmg:H
11898	8fmg:K
11898	8fmg:L
11898	8fmg:M
11898	8fmg:N
11898	8fmh:A
11898	8fmh:B
11898	8fmh:C
11898	8fmh:D
11898	8fmh:E
11898	8fmh:F
11898	8fmh:G
11898	8fmh:H
11900	8fn2:Z
11901	8fn2:a
11902	8fn2:b
11903	8fn2:i
11904	8fn8:B
11904	8fn9:B
11904	8fn9:D
11904	8fn9:F
11904	8fn9:H
11905	8fnv:A
11905	8fnv:B
11905	8fnv:C
11905	8fnv:D
11905	8fnv:E
11905	8fnv:F
11905	8fnv:G
11905	8fnv:H
11905	8fnv:I
11905	8fnv:J
11905	8fnv:K
11905	8fnv:L
11907	8fo2:E
11910	8ftd:Z
11911	8ftp:A
11911	8ftp:B
11912	8ftr:A
11912	8fts:A
11912	8ftv:A
11913	8fvi:x
11915	8fvu:A
11916	8fvu:B
11917	8fvu:U
11918	8fw5:A
11919	8adl:S
11919	8adl:T
11919	8fw5:B
11920	8fw5:C
11922	8fw5:F
11923	8fw5:G
11924	8fw5:H
11925	8fw5:I
11927	8fyh:E
11927	8fyh:K
11929	7sie:A
11929	7sjk:A
11929	7sjk:B
11929	7smh:A
11929	7smh:B
11929	7smh:C
11929	7smh:D
11929	7sp2:A
11929	8g1l:A
11929	8g1m:A
11930	8g1n:A
11930	8g1n:B
11931	8g46:E
11934	8g6r:B
11935	8g6r:C
11935	8urb:C
11936	8g6x:a
11938	8g6y:Z
11940	8g9l:B
11940	8g9o:B
11940	8ucv:B
11941	8g9u:A
11941	8g9u:B
11941	8g9u:C
11941	8g9u:D
11941	8g9u:E
11941	8g9u:F
11941	8g9u:M
11942	8g9u:H
11943	8g9u:G
11943	8g9u:I
11943	8g9u:J
11944	8g9u:N
11945	8g9u:P
11946	7yi0:A
11946	7yi2:A
11946	7yi3:A
11946	8bpa:A
11946	8bpb:A
11946	8bpc:A
11946	8c60:A
11946	8ga8:A
11946	8ga8:D
11946	8hpo:A
11946	8hpo:B
11946	8hxx:K
11946	8hxy:K
11946	8hy0:K
11946	8i03:A
11946	8ihn:K
11946	8iht:K
11946	8jho:K
11946	8tof:A
11947	8ga8:G
11948	8ga8:H
11948	8hpo:D
11949	8ga8:J
11950	8ga8:K
11950	8hpo:J
11951	8ga8:L
11951	8hpo:C
11952	8ga8:M
11952	8hpo:E
11953	8gae:C
11953	8gft:C
11954	8gap:H
11955	8gf4:A
11955	8gf4:B
11955	8gf4:C
11955	8gf4:D
11958	8giy:F
11958	8giz:F
11958	8gj2:F
11958	8gj3:F
11960	8gju:H
11960	8gju:J
11960	8gju:K
11960	8gju:L
11961	8gkh:P
11964	8gme:C
11964	8gme:D
11965	8gmt:A
11966	8gmt:B
11967	8gn3:A
11967	8gn3:B
11967	8gn4:A
11968	8gqa:B
11969	8gqd:A
11969	8gqd:B
11969	8gqd:C
11969	8gqd:D
11970	8gqd:E
11970	8gqd:F
11970	8gqd:G
11970	8gqd:H
11971	8gs2:B
11972	8gul:A
11973	8gul:B
11977	8gxd:A
11978	8gy2:B
11979	8gy2:C
11980	8gy7:M
11981	8gy7:P
11982	8gyg:A
11982	8gyg:B
11983	8gyr:A
11983	8gyr:B
11985	8gzg:D
11985	8gzh:D
11985	8syi:D
11985	8urw:D
11986	8gzg:E
11986	8gzh:E
11986	8syi:E
11986	8urw:E
11987	8h09:A
11987	8h09:B
11987	8h0a:A
11987	8h0a:B
11987	8h0b:A
11987	8h0b:B
11987	8h0c:A
11987	8h0c:B
11987	8h0d:A
11987	8h0d:B
11989	8h0l:A
11989	8h0l:B
11992	8h1i:A
11993	8h1j:A
11994	8h18:A
11994	8h2f:A
11995	8h2n:A
11995	8h2n:B
11995	8h2n:C
11995	8h2n:D
11996	7yls:A
11996	8h2t:A
11996	8h2t:E
11996	8h2t:H
11997	8h36:G
11997	8h36:H
11998	8gq6:A
11998	8gq6:B
11998	8h33:A
11998	8h33:B
11998	8h33:G
11998	8h33:J
11998	8h34:A
11998	8h34:B
11998	8h34:G
11998	8h34:J
11998	8h34:N
11998	8h34:P
11998	8h35:A
11998	8h35:B
11998	8h35:G
11998	8h35:J
11998	8h35:N
11998	8h35:P
11998	8h35:S
11998	8h35:U
11998	8h36:A
11998	8h36:B
11998	8h37:A
11998	8h37:B
11998	8h37:N
11998	8h37:P
11998	8h38:I
11998	8h38:M
11998	8h3a:I
11998	8h3a:M
11998	8h3f:I
11998	8h3f:M
11998	8h3r:A
11998	8h3r:B
11999	8h37:G
11999	8h37:H
11999	8h37:I
11999	8h37:J
12003	8h4p:A
12003	8h4p:B
12004	8h4x:B
12007	8h6s:C
12007	8h6s:D
12008	8h6u:A
12008	8h6u:B
12008	8h6u:C
12008	8h6u:D
12016	8haw:A
12016	8haw:B
12017	8hb2:A
12017	8hb2:B
12017	8hb2:C
12017	8hb2:D
12017	8hbb:A
12017	8hbb:B
12017	8hbb:C
12017	8hbb:D
12020	8heo:G
12021	8hf3:B
12022	8hf3:A
12022	8hfc:A
12023	8hfc:B
12025	8hfp:A
12025	8hfp:B
12026	8hfp:C
12026	8hfp:D
12027	7y5n:A
12027	8hgg:A
12027	8hgg:B
12028	8hhl:A
12028	8hhm:A
12028	8hio:A
12029	8hi7:A
12029	8hi8:A
12030	8hi7:B
12030	8hi8:B
12031	8hil:A
12031	8him:A
12032	8hio:D
12033	8hip:A
12033	8hip:B
12033	8hke:A
12033	8hke:B
12034	7vx0:A
12034	7vx0:B
12034	7vyj:A
12034	7vyj:B
12034	7vyo:A
12034	7vyo:B
12034	7vyp:A
12034	7vyp:B
12034	7vzn:A
12034	7vzn:B
12034	7vzq:A
12034	7vzq:B
12034	7vzu:A
12034	7vzu:B
12034	7vzy:A
12034	7vzy:B
12034	7vzz:A
12034	7vzz:B
12034	7xb6:A
12034	7xb6:B
12034	7xb6:C
12034	7xb6:D
12034	8hiu:A
12034	8hiu:B
12036	8hju:X
12036	8iug:X
12036	8j5o:X
12036	8j5p:X
12037	8hju:Y
12037	8hjv:Y
12037	8iug:Y
12037	8iun:Y
12037	8j5o:Y
12037	8j5p:Y
12038	8hju:Z
12038	8hjv:Z
12038	8iug:h
12038	8iun:h
12038	8j5o:Z
12038	8j5p:Z
12041	8hk1:E
12042	8hkc:E
12043	8hir:A
12043	8hir:B
12043	8hir:C
12043	8hir:D
12043	8hk6:A
12043	8hk6:B
12043	8hk6:C
12043	8hk6:D
12043	8hkf:A
12043	8hkf:B
12043	8hkf:C
12043	8hkf:D
12043	8hkk:A
12043	8hkk:B
12043	8hkk:C
12043	8hkk:D
12043	8hkm:A
12043	8hkm:B
12043	8hkm:C
12043	8hkm:D
12043	8hkq:A
12043	8hkq:B
12043	8hkq:C
12043	8hkq:D
12045	8hlw:B
12046	8hly:B
12047	8hmc:A
12047	8hmd:A
12048	8hmc:C
12049	8hmc:F
12049	8hmd:F
12050	8hme:A
12050	8hmf:A
12051	8hme:D
12052	8fgw:C
12052	8hme:E
12052	8hmf:E
12053	8hmf:D
12055	8hn9:C
12056	8hpo:H
12057	8hpo:I
12058	8hpo:K
12062	8hr0:D
12063	8hrf:A
12063	8hrf:B
12064	8hub:A
12065	8hvr:I
12065	8hvr:J
12065	8jke:I
12065	8jke:J
12066	8hx6:A
12066	8hx6:B
12066	8hx7:A
12066	8hx7:B
12066	8hx8:A
12066	8hx8:B
12066	8hx9:A
12066	8hx9:B
12068	8hxx:E
12069	8hxy:P
12070	8hy9:A
12071	8hyj:A
12072	8hyj:D
12073	8hyj:G
12074	8hyj:W
12075	8i02:A
12075	8ifg:A
12076	8i02:F
12077	8i03:B
12078	8i03:E
12079	8i03:F
12080	8i03:G
12081	8i03:H
12082	8i03:I
12085	8i23:F
12085	8i24:F
12087	7yi0:F
12087	8i3f:B
12089	8i3x:A
12089	8i3x:B
12092	8i6r:A
12092	8i6r:C
12092	8i6s:A
12092	8i6s:C
12093	8i6s:E
12097	8iaz:A
12098	8ibw:C
12098	8ibx:C
12098	8iby:C
12098	8ibz:C
12099	8hhv:A
12099	8hhv:B
12099	8hhv:C
12099	8hhv:D
12099	8ic1:A
12099	8ic1:B
12099	8ic1:C
12099	8ic1:D
12100	8ic6:A
12100	8ic6:B
12100	8ic7:A
12100	8ic7:B
12101	8ide:A
12102	8ide:B
12104	8if8:B
12104	8if8:C
12106	8ifg:F
12107	8i02:G
12107	8ifg:P
12108	8ffi:B
12108	8ffi:F
12108	8ffi:L
12108	8ffi:N
12108	8i87:B
12108	8i87:D
12108	8i87:F
12108	8i87:T
12108	8ifk:B
12108	8ifl:B
12108	8ifl:G
12108	8ifl:K
12108	8ifl:O
12108	8ifm:B
12108	8ifm:G
12108	8ifm:K
12108	8ifm:O
12108	8j9g:A
12108	8jay:A
12108	8jay:C
12108	8jay:I
12108	8jay:M
12108	8k34:B
12108	8qlp:B
12108	8qlp:F
12108	8qlp:J
12108	8qlp:N
12108	8sp3:B
12108	8sp3:F
12108	8spo:B
12108	8spo:F
12108	8spo:L
12108	8spo:N
12108	8squ:B
12110	8iey:B
12110	8ifx:B
12111	8igr:A
12111	8igr:B
12111	8igr:C
12111	8igr:D
12115	8hxx:P
12115	8hy0:P
12115	8ihn:O
12115	8iht:O
12115	8jho:P
12116	8iho:D
12116	8iho:E
12117	8hxy:M
12117	8hy0:M
12117	8iht:N
12117	8jho:M
12117	8jho:O
12117	8tof:D
12117	8tof:E
12118	8iib:A
12118	8iib:B
12119	8ij9:C
12119	8ij9:D
12121	8im5:A
12122	8im8:A
12122	8im8:B
12122	8im8:C
12122	8im8:D
12123	8imd:A
12123	8imd:B
12124	8imx:D
12126	8imy:D
12127	8in8:B
12128	8in8:C
12130	8ioc:L
12131	8iod:L
12132	8ipr:A
12132	8ipr:D
12133	7zda:D
12133	7zdb:D
12133	7zdc:D
12133	7zdf:D
12133	7zdk:D
12133	7zdl:D
12133	7zdt:D
12133	7zdu:D
12133	7zdw:D
12133	7ze5:D
12133	7zec:D
12133	8ipr:C
12133	8ipr:E
12134	8iqc:A
12134	8iqc:B
12134	8iqd:A
12134	8iqd:B
12134	8iqd:C
12134	8iqd:D
12135	8itg:B
12136	8gq9:A
12136	8gqa:A
12136	8gqb:A
12136	8itg:A
12136	8ith:A
12137	8itn:A
12137	8itn:B
12137	8itn:C
12137	8itp:B
12137	8itp:D
12138	8ito:A
12138	8ito:B
12139	8ity:P
12140	7xur:C
12140	8ity:1
12140	8iue:1
12140	8iuh:1
12141	7xur:B
12141	7zwc:b
12141	7zxe:b
12141	8ity:3
12141	8iue:3
12141	8iuh:3
12142	7xur:A
12142	8ity:4
12142	8iue:4
12142	8iuh:4
12144	8ity:V
12144	8iue:V
12144	8iuh:V
12145	8ity:W
12145	8iue:W
12145	8iuh:W
12146	8iug:Z
12146	8iun:Z
12147	8iue:P
12147	8iuh:P
12150	8iw5:A
12150	8iw5:B
12152	8izl:B
12152	8izl:D
12152	8izl:E
12152	8izm:B
12152	8izm:D
12152	8izm:E
12153	8izm:A
12154	8izl:C
12154	8izm:C
12155	8izt:A
12156	8j0e:A
12156	8j0e:E
12156	8j0e:F
12156	8j0f:E
12156	8j0f:F
12156	8j0f:G
12156	8j0f:H
12156	8j0g:A
12156	8j0g:E
12157	8j0e:B
12157	8j0f:A
12157	8j0f:B
12157	8j0f:C
12157	8j0f:D
12157	8j0g:B
12158	8j0g:F
12159	8dzj:A
12159	8j12:A
12159	8j12:B
12159	8j1j:A
12159	8j1j:B
12159	8j3r:A
12159	8j3r:B
12160	8a30:A
12160	8a7s:A
12160	8aer:A
12160	8j2a:A
12161	8j3o:A
12161	8j3o:B
12161	8j3o:C
12161	8j3o:D
12162	8j48:A
12162	8j48:D
12163	8j49:A
12163	8j4b:B
12163	8j4b:D
12163	8pfc:B
12163	8pfc:D
12163	8pfc:F
12163	8pfc:H
12163	8pfc:J
12163	8pfc:L
12163	8pfc:N
12163	8pfc:P
12164	8j48:B
12164	8j48:C
12164	8j49:B
12164	8j49:D
12164	8j4b:A
12164	8j4b:C
12164	8pfc:A
12164	8pfc:C
12164	8pfc:E
12164	8pfc:G
12164	8pfc:I
12164	8pfc:K
12164	8pfc:M
12164	8pfc:O
12165	8j56:A
12165	8j56:D
12167	8j5s:C
12167	8j5t:C
12168	8j5s:A
12168	8j5t:A
12169	8j5s:B
12169	8j5t:B
12170	8j5s:D
12170	8j5t:D
12172	8h0i:F
12172	8h0i:J
12172	8j62:D
12172	8j62:H
12173	8j62:F
12173	8j62:J
12174	8j7u:A
