PDB ID,Receptor chain,Ligand,Ligand chain,Ligand Number
1xfu,T,CA,T,3
1xfv,A,MG,A,1
1xfv,B,MG,B,1
1xfv,C,MG,C,1
1xfv,D,MG,D,1
1xfv,E,MG,E,1
1xfv,F,MG,F,1
1xfv,O,CA,O,1
1xfv,O,CA,O,2
1xfv,O,CA,O,3
1xfv,P,CA,P,1
1xfv,P,CA,P,2
1xfv,P,CA,P,3
1xfv,Q,CA,Q,1
1xfv,Q,CA,Q,2
1xfv,Q,CA,Q,3
1xfv,R,CA,R,1
1xfv,R,CA,R,2
1xfv,R,CA,R,3
1xfv,S,CA,S,1
1xfv,S,CA,S,2
1xfv,S,CA,S,3
1xfv,T,CA,T,1
1xfv,T,CA,T,2
1xfv,T,CA,T,3
1xfw,A,MG,A,1
1xfw,B,MG,B,1
1xfw,C,MG,C,1
1xfw,D,MG,D,1
1xfw,E,MG,E,1
1xfw,F,MG,F,1
1xfw,O,CA,O,1
1xfw,O,CA,O,2
1xfw,O,CA,O,3
1xfw,P,CA,P,1
1xfw,P,CA,P,2
1xfw,P,CA,P,3
1xfw,Q,CA,Q,1
1xfw,Q,CA,Q,2
1xfw,Q,CA,Q,3
1xfw,R,CA,R,1
1xfw,R,CA,R,2
1xfw,R,CA,R,3
1xfw,S,CA,S,1
1xfw,S,CA,S,2
1xfw,S,CA,S,3
1xfw,T,CA,T,1
1xfw,T,CA,T,2
1xfw,T,CA,T,3
1xfx,A,MG,A,1
1xfx,B,MG,B,1
1xfx,C,MG,C,1
1xfx,D,MG,D,1
1xfx,E,MG,E,1
1xfx,F,MG,F,1
1xfx,O,CA,O,1
1xfx,O,CA,O,2
1xfx,O,CA,O,3
1xfx,O,CA,O,4
1xfx,P,CA,P,1
1xfx,P,CA,P,2
1xfx,P,CA,P,3
1xfx,P,CA,P,4
1xfx,Q,CA,Q,1
1xfx,Q,CA,Q,2
1xfx,Q,CA,Q,3
1xfx,Q,CA,Q,4
1xfx,R,CA,R,1
1xfx,R,CA,R,2
1xfx,R,CA,R,3
1xfx,R,CA,R,4
1xfx,S,CA,S,1
1xfx,S,CA,S,2
1xfx,S,CA,S,3
1xfx,S,CA,S,4
1xfx,T,CA,T,1
1xfx,T,CA,T,2
1xfx,T,CA,T,3
1xfx,T,CA,T,4
1xfy,A,MG,A,1
1xfy,B,MG,B,1
1xfy,C,MG,C,1
1xfy,D,MG,D,1
1xfy,E,MG,E,1
1xfy,F,MG,F,1
1xfy,O,CA,O,1
1xfy,O,CA,O,2
1xfy,P,CA,P,1
1xfy,P,CA,P,2
1xfy,Q,CA,Q,1
1xfy,Q,CA,Q,2
1xfy,R,CA,R,1
1xfy,R,CA,R,2
1xfy,S,CA,S,1
1xfy,S,CA,S,2
1xfy,T,CA,T,1
1xfy,T,CA,T,2
1xfz,A,MG,A,1
1xfz,B,MG,B,1
1xfz,C,MG,C,1
1xfz,D,MG,D,1
1xfz,E,MG,E,1
1xfz,F,MG,F,1
1xfz,O,CA,O,1
1xfz,O,CA,O,2
1xfz,O,CA,O,3
1xfz,P,CA,P,1
1xfz,P,CA,P,2
1xfz,P,CA,P,3
1xfz,Q,CA,Q,1
1xfz,Q,CA,Q,2
1xfz,Q,CA,Q,3
1xfz,R,CA,R,1
1xfz,R,CA,R,2
1xfz,R,CA,R,3
1xfz,S,CA,S,1
1xfz,S,CA,S,2
1xfz,S,CA,S,3
1xfz,T,CA,T,1
1xfz,T,CA,T,2
1xfz,T,CA,T,3
1xge,A,ZN,A,1
1xge,A,ZN,A,2
1xge,B,ZN,B,1
1xge,B,ZN,B,2
1xgm,A,CO,A,1
1xgm,A,CO,A,2
1xgm,B,CO,B,1
1xgm,B,CO,B,2
1xgn,A,CO,A,1
1xgn,A,CO,A,2
1xgn,B,CO,B,1
1xgn,B,CO,B,2
1xgs,A,CO,A,1
1xgs,A,CO,A,2
1xgs,B,CO,B,1
1xgs,B,CO,B,2
1xgz,A,CA,A,1
1xh1,A,CA,A,1
1xh2,A,CA,A,1
1xhb,A,MN,A,1
1xhb,A,CA,A,1
1xhf,A,MG,A,1
1xhf,B,MG,B,1
1xhv,A,MN,A,1
1xhv,A,MN,A,2
1xhv,B,MN,B,1
1xhv,B,MN,B,2
1xhv,C,MN,C,1
1xhv,C,MN,C,2
1xhv,C,MN,C,3
1xhv,D,MN,J,1
1xhv,D,MN,D,1
1xhv,D,MN,D,2
1xhv,D,MN,D,3
1xi1,A,MG,A,1
1xi1,B,MG,B,1
1xi2,A,ZN,A,1
1xi2,B,ZN,B,1
1xi2,B,ZN,B,2
1xib,A,MN,A,1
1xib,A,MN,A,2
1xic,A,MN,A,1
1xic,A,MN,A,2
1xid,A,MN,A,1
1xid,A,MN,A,2
1xie,A,MN,A,1
1xie,A,MN,A,2
1xif,A,MN,A,1
1xif,A,MN,A,2
1xig,A,MN,A,1
1xig,A,MN,A,2
1xih,A,MN,A,1
1xii,A,MN,A,1
1xii,A,MN,A,2
1xij,A,MN,A,1
1xil,A,MN,A,1
1xil,B,MN,B,1
1xim,A,CO,A,1
1xim,A,CO,A,2
1xim,B,CO,B,1
1xim,B,CO,B,2
1xim,C,CO,C,1
1xim,C,CO,C,2
1xim,D,CO,D,1
1xim,D,CO,D,2
1xin,A,MG,A,1
1xin,B,MG,B,1
1xin,C,MG,C,1
1xin,D,MG,D,1
1xis,A,MN,A,1
1xis,A,MN,A,2
1xjl,A,CA,A,1
1xjl,A,CA,A,2
1xjl,A,CA,A,3
1xjl,A,CA,A,4
1xjl,A,CA,A,5
1xjl,A,CA,A,6
1xjl,A,CA,A,7
1xjl,B,CA,B,1
1xjl,B,CA,B,2
1xjl,B,CA,B,3
1xjl,B,CA,B,4
1xjl,B,CA,B,5
1xjl,B,CA,B,6
1xjl,B,CA,B,7
1xjo,A,ZN,A,1
1xjo,A,ZN,A,2
1xjo,A,CA,A,1
1xjs,A,ZN,A,1
1xjw,B,ZN,B,1
1xjw,D,ZN,D,1
1xk4,A,CA,A,1
1xk4,A,CA,A,2
1xk4,B,CA,B,1
1xk4,B,CA,B,2
1xk4,C,CA,C,1
1xk4,C,CA,C,2
1xk4,D,CA,D,1
1xk4,D,CA,D,2
1xk4,E,CA,E,1
1xk4,E,CA,E,2
1xk4,F,CA,F,1
1xk4,F,CA,F,2
1xk4,G,CA,G,1
1xk4,G,CA,G,2
1xk4,H,CA,H,1
1xk4,H,CA,H,2
1xk4,I,CA,I,1
1xk4,I,CA,I,2
1xk4,J,CA,J,1
1xk4,J,CA,J,2
1xk4,K,CA,K,1
1xk4,K,CA,K,2
1xk4,L,CA,L,1
1xk4,L,CA,L,2
1xka,C,CA,C,1
1xkb,A,CA,A,1
1xkb,C,CA,C,1
1xkb,D,CA,D,1
1xkd,A,CA,A,1
1xki,A,ZN,A,1
1xki,A,ZN,A,2
1xki,A,ZN,A,3
1xkv,A,CA,A,1
1xkv,B,CA,B,1
1xlb,A,MG,A,1
1xlb,B,MG,B,1
1xlc,A,MG,A,1
1xlc,B,MG,B,1
1xld,A,MN,A,1
1xld,A,MN,A,2
1xld,B,MN,B,1
1xld,B,MN,B,2
1xle,A,MN,A,1
1xle,A,MN,A,2
1xle,B,MN,B,1
1xle,B,MN,B,2
1xlf,A,MN,A,1
1xlf,A,MN,A,2
1xlf,B,MN,B,1
1xlf,B,MN,B,2
1xlg,A,MG,A,1
1xlg,B,MG,B,1
1xli,A,MN,A,1
1xli,A,MN,A,2
1xli,B,MN,B,1
1xli,B,MN,B,2
1xlj,A,MN,A,1
1xlj,B,MN,B,1
1xlk,A,MN,A,1
1xlk,A,MN,A,2
1xlk,B,MN,B,1
1xlk,B,MN,B,2
1xll,A,ZN,A,1
1xll,A,ZN,A,2
1xll,B,ZN,B,1
1xll,B,ZN,B,2
1xlx,A,ZN,A,1
1xlx,B,ZN,B,1
1xlz,A,ZN,A,1
1xlz,B,ZN,B,1
1xm4,A,ZN,A,1
1xm4,B,ZN,B,1
1xm5,A,NI,A,1
1xm5,B,NI,B,1
1xm5,C,NI,C,1
1xm5,D,NI,D,1
1xm6,A,ZN,A,1
1xm6,B,ZN,B,1
1xm8,A,ZN,A,1
1xm8,A,FE,A,1
1xm8,B,ZN,B,1
1xm8,B,FE,B,1
1xme,A,CU,A,1
1xmf,A,MN,A,1
1xmf,A,MN,A,2
1xmf,B,MN,B,1
1xmf,B,MN,B,2
1xmf,C,CA,C,1
1xmh,A,CO,A,1
1xmh,A,CO,A,2
1xmh,B,CO,B,1
1xmh,B,CO,B,2
1xmi,A,MG,A,1
1xmi,B,MG,B,1
1xmi,C,MG,C,1
1xmi,D,MG,D,1
1xmi,E,MG,E,1
1xmo,J,MG,J,1
1xmo,L,MG,A,1
1xmo,N,ZN,N,1
1xmq,D,ZN,D,1
1xmq,L,MG,A,1
1xmq,N,ZN,N,1
1xmu,A,ZN,A,1
1xmu,B,ZN,B,1
1xmv,A,MG,A,1
1xmy,A,ZN,A,1
1xmy,B,ZN,B,1
1xn0,A,ZN,A,1
1xn0,B,ZN,B,1
1xnq,J,MG,J,1
1xnq,L,MG,A,1
1xnq,N,ZN,N,1
1xnr,J,MG,J,1
1xnr,L,MG,A,1
1xnr,N,ZN,N,1
1xnz,A,MN,A,1
1xnz,A,MN,A,2
1xo5,A,CA,A,1
1xo5,A,CA,A,2
1xo5,A,CA,A,3
1xo5,B,CA,B,1
1xo5,B,CA,B,2
1xo5,B,CA,B,3
1xoc,A,ZN,A,1
1xoc,A,ZN,A,2
1xom,A,ZN,A,1
1xom,B,ZN,B,1
1xon,A,ZN,A,1
1xon,B,ZN,B,1
1xoq,A,ZN,A,1
1xoq,B,ZN,B,1
1xor,A,ZN,A,1
1xor,B,ZN,B,1
1xos,A,ZN,A,1
1xot,A,ZN,A,1
1xot,B,ZN,B,1
1xov,A,ZN,A,1
1xox,A,ZN,A,1
1xox,B,ZN,B,1
1xoz,A,ZN,A,1
1xp0,A,ZN,A,1
1xp3,A,ZN,A,1
1xp3,A,ZN,A,2
1xp3,A,ZN,A,3
1xp5,A,MG,A,1
1xpa,A,ZN,A,1
1xpg,A,ZN,A,1
1xpg,B,ZN,B,1
1xph,A,CA,A,1
1xpo,A,MG,A,1
1xpr,F,MG,F,1
1xpu,A,MG,A,1
1xpu,B,MG,B,1
1xpu,C,MG,C,1
1xpu,E,MG,E,1
1xpy,A,MG,A,1
1xpy,B,MG,B,1
1xpy,D,MG,D,1
1xpz,A,ZN,A,1
1xq0,A,ZN,A,1
1xqa,A,MG,A,1
1xqa,B,MG,B,1
1xqn,A,MN,A,1
1xqn,A,CA,A,1
1xr1,A,MG,A,1
1xra,A,MG,A,1
1xre,A,MN,A,1
1xre,B,MN,B,1
1xrf,A,ZN,A,1
1xrj,B,MG,B,1
1xrt,A,ZN,A,1
1xrt,B,ZN,B,1
1xru,A,ZN,A,1
1xru,B,ZN,B,1
1xry,A,ZN,A,1
1xry,A,ZN,A,2
1xrz,A,ZN,A,1
1xs2,A,MG,A,1
1xs2,B,MG,B,1
1xs2,C,MG,C,1
1xs2,D,MG,D,1
1xsm,A,FE,A,1
1xsn,A,MG,A,1
1xso,A,CU,A,1
1xso,A,ZN,A,1
1xso,B,CU,B,1
1xso,B,ZN,B,1
1xtf,A,ZN,A,1
1xtf,B,ZN,B,1
1xtg,A,ZN,A,1
1xtl,A,CU,A,1
1xtl,A,ZN,A,1
1xtl,A,ZN,A,2
1xtl,A,ZN,A,3
1xtl,B,CU,B,1
1xtl,B,ZN,B,1
1xtl,B,ZN,B,2
1xtl,C,CU,C,1
1xtl,C,ZN,C,1
1xtl,C,ZN,C,2
1xtl,D,CU,D,1
1xtl,D,ZN,D,1
1xtl,D,ZN,D,2
1xtm,A,CU,A,1
1xtm,A,ZN,A,1
1xtm,B,CU,B,1
1xtm,B,ZN,B,1
1xtm,B,ZN,B,2
1xtm,B,ZN,B,3
1xtm,B,ZN,B,4
1xto,A,ZN,A,1
1xtr,A,MG,A,1
1xts,A,MG,A,1
1xu3,A,FE,A,1
1xu3,A,FE,A,2
1xu3,B,FE,B,1
1xu3,B,FE,B,2
1xu4,A,MG,A,1
1xu5,A,FE,A,1
1xu5,A,FE,A,2
1xu5,B,FE,B,1
1xu5,B,FE,B,2
1xuc,A,ZN,A,1
1xuc,A,ZN,A,2
1xuc,A,CA,A,1
1xuc,A,CA,A,2
1xuc,B,ZN,B,1
1xuc,B,ZN,B,2
1xuc,B,CA,B,1
1xuc,B,CA,B,2
1xud,A,ZN,A,1
1xud,A,ZN,A,2
1xud,A,CA,A,1
1xud,A,CA,A,2
1xud,B,ZN,B,1
1xud,B,ZN,B,2
1xud,B,CA,B,1
1xud,B,CA,B,2
1xuf,A,CA,A,1
1xug,A,CA,A,1
1xug,A,ZN,A,1
1xuh,A,CO,A,1
1xuh,A,CA,A,1
1xui,A,CA,A,1
1xuj,A,CA,A,1
1xuk,A,CA,A,1
1xuo,A,MG,A,1
1xuo,B,MG,B,1
1xuq,A,MN,A,1
1xuq,B,MN,B,1
1xur,A,ZN,A,1
1xur,A,ZN,A,2
1xur,A,CA,A,1
1xur,A,CA,A,2
1xur,B,ZN,B,1
1xur,B,ZN,B,2
1xur,B,CA,B,1
1xur,B,CA,B,2
1xuu,A,MN,A,1
1xuz,A,MN,A,1
1xv2,A,ZN,A,1
1xv2,B,ZN,B,1
1xv2,C,ZN,C,1
1xv2,D,ZN,D,1
1xv8,A,CA,A,1
1xv8,B,CA,B,1
1xvb,A,FE,A,1
1xvb,A,FE,A,2
1xvb,B,FE,B,1
1xvb,B,FE,B,2
1xvc,A,FE,A,1
1xvc,A,FE,A,2
1xvc,B,FE,B,1
1xvc,B,FE,B,2
1xvd,A,FE,A,1
1xvd,A,FE,A,2
1xvd,B,FE,B,1
1xvd,B,FE,B,2
1xve,A,FE,A,1
1xve,A,FE,A,2
1xve,B,FE,B,1
1xve,B,FE,B,2
1xvf,A,FE,A,1
1xvf,A,FE,A,2
1xvf,B,FE,B,1
1xvf,B,FE,B,2
1xvg,A,FE,A,1
1xvg,A,FE,A,2
1xvg,B,FE,B,1
1xvg,B,FE,B,2
1xvg,C,CA,C,1
1xvj,A,CA,A,1
1xvj,A,CA,A,2
1xvj,B,CA,B,1
1xvj,B,CA,B,2
1xvl,A,MN,A,1
1xvl,B,MN,B,1
1xvl,C,MN,C,1
1xvx,A,FE,A,1
1xvx,A,ZN,A,1
1xvx,A,ZN,A,2
1xwh,A,ZN,A,1
1xwh,A,ZN,A,2
1xwy,A,ZN,A,1
1xx1,A,MG,A,1
1xx1,B,MG,B,1
1xx1,C,MG,C,1
1xx1,D,MG,D,1
1xx4,A,ZN,A,1
1xx6,A,ZN,A,1
1xx6,B,ZN,B,1
1xxe,A,ZN,A,1
1xxh,B,ZN,B,1
1xxh,C,ZN,C,1
1xxh,D,ZN,D,1
1xxh,E,ZN,E,1
1xxh,G,ZN,G,1
1xxh,H,ZN,H,1
1xxh,I,ZN,I,1
1xxh,J,ZN,J,1
1xxi,B,ZN,B,1
1xxi,C,ZN,C,1
1xxi,D,ZN,D,1
1xxi,E,ZN,E,1
1xxi,G,ZN,G,1
1xxi,H,ZN,H,1
1xxi,I,ZN,I,1
1xxi,J,ZN,J,1
1xxm,D,CA,D,1
1xxw,A,ZN,A,1
1xxx,A,MG,A,1
1xxx,B,MG,B,1
1xxx,C,MG,C,1
1xxx,D,MG,D,1
1xxx,E,MG,E,1
1xxx,F,MG,F,1
1xxx,G,MG,G,1
1xxx,H,MG,H,1
1xya,A,MG,A,1
1xya,A,MG,A,2
1xya,B,MG,B,1
1xya,B,MG,B,2
1xyb,A,MG,A,1
1xyb,A,MG,A,2
1xyb,B,MG,B,1
1xyb,B,MG,B,2
1xyc,A,MG,A,1
1xyc,A,MG,A,2
1xyc,B,MG,B,1
1xyc,B,MG,B,2
1xyd,A,CA,A,1
1xyd,A,CA,A,2
1xyd,A,ZN,A,1
1xyd,A,ZN,B,1
1xyd,B,ZN,A,1
1xyd,B,CA,B,1
1xyd,B,CA,B,2
1xyd,B,ZN,B,1
1xyl,A,MG,A,1
1xyl,B,MG,B,1
1xym,A,MG,A,1
1xym,B,MG,B,1
1xyn,A,CA,A,1
1xz8,A,MG,A,1
1xz8,B,MG,B,1
1xzn,A,MG,A,1
1xzn,B,MG,B,1
1xzo,A,CA,A,1
1xzo,A,CA,A,2
1xzo,A,CA,A,3
1xzo,B,CA,B,1
1xzo,B,CA,B,2
1xzo,B,CA,B,3
1xzw,A,FE,A,1
1xzw,A,MN,A,1
1xzw,B,FE,B,1
1xzw,B,MN,B,1
1y02,A,ZN,A,1
1y02,A,ZN,A,2
1y07,A,FE,A,1
1y07,B,FE,B,1
1y07,C,FE,C,1
1y07,D,FE,D,1
1y0j,A,ZN,A,1
1y0j,B,ZN,B,1
1y0r,A,ZN,A,1
1y0r,A,ZN,A,2
1y0v,A,MG,A,1
1y0v,B,MG,B,1
1y0v,C,MG,C,1
1y0v,D,MG,D,1
1y0v,E,MG,E,1
1y0v,F,MG,F,1
1y0v,H,CA,H,1
1y0v,H,CA,H,2
1y0v,H,CA,H,3
1y0v,I,CA,I,1
1y0v,I,CA,I,2
1y0v,I,CA,I,3
1y0v,J,CA,J,1
1y0v,J,CA,J,2
1y0v,J,CA,J,3
1y0v,K,CA,K,1
1y0v,K,CA,K,2
1y0v,K,CA,K,3
1y0v,L,CA,L,1
1y0v,L,CA,L,2
1y0v,L,CA,L,3
1y0v,M,CA,M,1
1y0v,M,CA,M,2
1y0v,M,CA,M,3
1y0y,A,ZN,A,1
1y0y,A,ZN,A,2
1y10,A,CA,A,1
1y10,B,CA,B,1
1y10,C,CA,C,1
1y10,D,CA,D,1
1y13,A,ZN,A,1
1y13,B,ZN,B,1
1y13,C,ZN,C,1
1y17,A,CA,A,1
1y17,B,CA,B,1
1y1a,A,CA,A,1
1y1a,A,CA,A,2
1y1a,A,CA,A,3
1y1a,B,CA,B,1
1y1a,B,CA,B,2
1y1a,B,CA,B,3
1y1e,X,CA,X,1
1y1e,X,CA,X,2
1y1f,X,CA,X,1
1y1f,X,CA,X,2
1y1g,X,CA,X,1
1y1g,X,CA,X,2
1y1i,X,CA,X,1
1y1i,X,CA,X,2
1y1j,X,CA,X,1
1y1j,X,CA,X,2
1y1k,E,CA,E,1
1y1v,A,ZN,A,1
1y1v,A,ZN,A,2
1y1v,B,ZN,B,1
1y1v,C,ZN,C,1
1y1v,I,ZN,I,1
1y1v,I,ZN,I,2
1y1v,J,ZN,J,1
1y1v,L,ZN,L,1
1y1v,S,ZN,S,1
1y1w,A,ZN,A,1
1y1w,A,MG,A,1
1y1w,B,ZN,B,1
1y1w,C,ZN,C,1
1y1w,I,ZN,I,1
1y1w,J,ZN,J,1
1y1w,L,ZN,L,1
1y1x,A,CA,A,1
1y1x,A,CA,A,2
1y1x,B,CA,B,1
1y1x,B,CA,B,2
1y23,A,ZN,A,1
1y23,B,ZN,B,1
1y23,B,MG,B,1
1y23,C,ZN,C,1
1y23,D,ZN,D,1
1y23,E,ZN,E,1
1y2b,A,ZN,A,1
1y2b,B,ZN,B,1
1y2c,A,ZN,A,1
1y2c,B,ZN,B,1
1y2d,A,ZN,A,1
1y2d,B,ZN,B,1
1y2e,A,ZN,A,1
1y2e,B,ZN,B,1
1y2h,A,ZN,A,1
1y2h,B,ZN,B,1
1y2j,A,ZN,A,1
1y2j,B,ZN,B,1
1y2k,A,ZN,A,1
1y2k,B,ZN,B,1
1y33,E,CA,E,1
1y34,E,CA,E,1
1y37,A,MG,A,1
1y37,B,MG,B,1
1y3b,E,CA,E,1
1y3c,E,CA,E,1
1y3d,E,CA,E,1
1y3f,E,CA,E,1
1y3g,E,CA,E,1
1y3g,E,CA,E,2
1y3g,E,CA,E,3
1y3g,E,CA,E,4
1y3g,E,ZN,E,1
1y3j,A,CU,A,1
1y3n,A,CA,A,1
1y3p,A,CA,A,1
1y3q,A,CA,A,1
1y3t,A,FE,A,1
1y3t,A,FE,A,2
1y3t,B,FE,B,1
1y3t,B,FE,B,2
1y3u,A,CA,A,1
1y3v,A,CA,A,1
1y3w,A,CA,A,1
1y3x,A,CA,A,1
1y3y,A,CA,A,1
1y44,A,ZN,A,1
1y44,A,ZN,A,2
1y48,E,CA,E,1
1y4a,E,CA,E,1
1y4d,E,CA,E,1
1y4j,A,CA,A,1
1y4j,A,CA,A,2
1y4j,B,CA,B,1
1y4j,B,CA,B,2
1y4s,B,MG,B,1
1y4t,A,FE,A,1
1y4t,D,FE,D,1
1y56,A,FE,A,1
1y59,T,CA,T,1
1y5a,T,CA,T,1
1y5b,T,CA,T,1
1y5u,T,CA,T,1
1y5v,A,ZN,A,1
1y5w,A,ZN,A,1
1y5x,A,ZN,A,1
1y5x,D,ZN,D,1
1y63,A,MN,A,1
1y63,A,MN,A,2
1y63,A,MN,A,3
1y63,A,MN,A,4
1y63,A,MN,A,5
1y67,A,FE,A,1
1y67,B,FE,B,1
1y67,C,FE,C,1
1y67,D,FE,D,1
1y6h,A,ZN,A,1
1y6h,B,ZN,B,1
1y6o,A,CA,A,1
1y6o,B,CA,B,1
1y6p,A,CA,A,1
1y6p,A,CA,A,2
1y6p,B,CA,A,2
1y6p,B,CA,B,1
1y6v,A,CO,A,1
1y6v,A,CO,A,2
1y6v,A,CO,A,3
1y6v,B,CO,B,1
1y6v,B,CO,B,2
1y6v,B,CO,B,3
1y6w,A,CA,A,1
1y6w,A,CA,A,2
1y6w,A,CA,A,3
1y6w,A,CA,A,4
1y77,A,ZN,A,1
1y77,A,MG,A,1
1y77,B,ZN,B,1
1y77,C,ZN,C,1
1y77,I,ZN,I,1
1y77,J,ZN,J,1
1y77,L,ZN,L,1
1y79,1,ZN,1,1
1y7a,A,CO,A,1
1y7a,A,CO,A,2
1y7a,A,CO,A,3
1y7a,B,CO,B,1
1y7a,B,CO,B,2
1y7a,B,CO,B,3
1y7b,A,CA,A,1
1y7b,B,CA,B,1
1y7b,C,CA,C,1
1y7b,D,CA,D,1
1y7o,A,CA,A,1
1y7o,B,CA,B,1
1y7o,C,CA,C,1
1y7o,E,CA,E,1
1y7o,F,CA,F,1
1y7o,G,CA,G,1
1y7u,A,CA,A,1
1y7w,A,ZN,A,1
1y7w,B,ZN,B,1
1y8a,A,MG,A,1
1y8f,A,ZN,A,1
1y8f,A,ZN,A,2
1y8j,A,ZN,A,1
1y8q,B,ZN,B,1
1y8q,D,ZN,D,1
1y8r,B,ZN,B,1
1y8r,E,ZN,E,1
1y93,A,ZN,A,1
1y93,A,ZN,A,2
1y93,A,CA,A,1
1y93,A,CA,A,2
1y93,A,CA,A,3
1y9a,A,ZN,A,1
1y9a,A,ZN,A,2
1y9a,C,ZN,C,1
1y9a,C,ZN,C,2
1y9d,A,MG,A,1
1y9d,B,MG,B,1
1y9d,C,MG,C,1
1y9d,D,MG,D,1
1y9i,A,CA,A,1
1y9i,A,MG,A,1
1y9i,B,CA,B,1
1y9i,B,MG,B,1
1y9i,C,CA,C,1
1y9i,C,MG,C,1
1y9i,D,CA,D,1
1y9i,D,MG,D,1
1y9q,A,ZN,A,1
1y9z,A,CA,A,1
1y9z,A,CA,A,2
1y9z,B,CA,B,1
1y9z,B,CA,B,2
1yag,G,CA,G,1
1yai,A,CU,A,1
1yai,A,ZN,A,1
1yai,B,CU,B,1
1yai,B,ZN,B,1
1yai,C,CU,C,1
1yai,C,ZN,C,1
1yax,A,CA,A,1
1yax,B,CA,B,1
1yax,C,CA,C,1
1yax,D,CA,D,1
1yaz,A,CU,A,1
1yaz,A,ZN,A,1
1yb0,A,ZN,A,1
1yb0,B,ZN,B,1
1yb0,C,ZN,C,1
1ybh,A,MG,A,1
1ybq,A,ZN,A,1
1ybq,A,ZN,A,2
1ybq,B,ZN,B,1
1ybq,B,ZN,B,2
1ybu,A,MN,A,1
1ybu,D,MN,D,1
1yc2,A,ZN,A,1
1yc2,A,ZN,A,2
1yc2,B,ZN,B,1
1yc2,B,ZN,B,2
1yc2,C,ZN,C,1
1yc2,C,ZN,C,2
1yc2,D,ZN,D,1
1yc2,D,ZN,D,2
1yc2,E,ZN,E,1
1yc5,A,ZN,A,1
1ycf,A,ZN,A,1
1ycg,A,ZN,A,1
1ycg,B,ZN,B,1
1ycg,C,ZN,C,1
1ych,A,ZN,A,1
1ych,B,ZN,B,1
1ych,C,ZN,C,1
1ych,D,ZN,D,1
1ycl,A,CO,A,1
1ycm,A,ZN,A,1
1ycm,A,ZN,A,2
1ycm,A,CA,A,1
1ycm,A,CA,A,2
1ycm,A,CA,A,3
1ycs,A,ZN,A,1
1yd0,A,MN,A,1
1yd1,A,MG,A,1
1yd2,A,MN,A,1
1yd3,A,MN,A,1
1yd4,A,MN,A,1
1yd4,A,MN,A,2
1yd5,A,MN,A,1
1yda,A,ZN,A,1
1ydb,A,ZN,A,1
1ydc,A,ZN,A,1
1ydd,A,ZN,A,1
1ydf,A,MG,A,1
1ydn,A,CA,A,1
1ydn,B,CA,B,1
1ydn,C,CA,C,1
1ydn,D,CA,D,1
1ydy,A,CA,A,1
1ydy,B,CA,B,1
1ye3,A,ZN,A,1
1ye3,A,ZN,A,2
1yec,L,ZN,L,1
1yef,L,ZN,L,1
1yeg,L,ZN,L,1
1yeh,L,ZN,L,1
1yei,L,ZN,L,1
1yej,L,ZN,L,1
1yej,L,ZN,L,2
1yek,L,ZN,L,1
1yew,A,CU,A,1
1yew,C,ZN,C,1
1yew,E,CU,E,1
1yew,E,ZN,E,1
1yew,G,ZN,G,1
1yew,I,CU,I,1
1yew,K,ZN,K,1
1yey,A,MG,A,1
1yey,B,MG,B,1
1yey,C,MG,C,1
1yey,D,MG,D,1
1yf4,A,CA,A,1
1yfh,A,ZN,A,1
1yfh,B,ZN,B,1
1yfh,C,ZN,C,1
1yfq,A,CA,A,1
1yfq,A,CA,A,2
1yfr,A,MG,A,1
1yfr,B,MG,B,1
1yfr,B,MG,B,2
1yfu,A,FE,A,1
1yfu,A,FE,A,2
1yfw,A,FE,A,1
1yfw,A,FE,A,2
1yfx,A,FE,A,1
1yfx,A,FE,A,2
1yfy,A,FE,A,1
1yfy,A,FE,A,2
1yfz,A,MG,A,1
1yfz,B,MG,B,1
1yg9,A,ZN,A,1
1ygc,H,CA,H,1
1yge,A,FE,A,1
1yh8,A,ZN,A,1
1yh8,A,ZN,A,2
1yh8,A,ZN,A,3
1yh8,B,ZN,B,1
1yh8,B,ZN,B,2
1yhc,A,ZN,A,1
1yhc,A,ZN,A,2
1yhc,A,ZN,A,3
1yhc,B,ZN,B,1
1yhc,B,ZN,B,2
1yhl,A,MG,A,1
1yhl,A,MG,A,2
1yhm,A,MG,A,1
1yhm,A,MG,A,2
1yhm,B,MG,B,1
1yhm,B,MG,B,2
1yhm,C,MG,C,1
1yhm,C,MG,C,2
1yhn,A,MG,A,1
1yhq,A,MG,0,1
1yhq,A,MG,A,1
1yhq,T,MG,T,1
1yhq,Y,MG,Y,1
1yhu,B,ZN,B,1
1yhu,B,ZN,B,2
1yhu,F,ZN,F,1
1yhu,F,ZN,F,2
1yhu,J,ZN,J,1
1yhu,J,ZN,J,2
1yhu,N,ZN,N,1
1yhu,N,ZN,N,2
1yhu,R,ZN,R,1
1yhu,R,ZN,R,2
1yhu,V,ZN,V,1
1yhu,V,ZN,V,2
1yhy,A,MG,A,1
1yhz,A,MG,A,1
1yi0,A,MG,A,1
1yi1,A,MG,A,1
1yi2,3,MG,3,1
1yi2,A,MG,0,1
1yi2,T,MG,T,1
1yi2,Y,MG,Y,1
1yi7,A,CA,A,1
1yi7,B,CA,B,1
1yi7,C,CA,C,1
1yi7,D,CA,D,1
1yi9,A,CU,A,1
1yi9,A,CU,A,2
1yii,A,CA,A,1
1yii,A,CA,A,2
1yii,A,CA,A,3
